产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
262487606,香雪腾翔,118g,"数量：5*价格：7.85,数量：10*价格：7.75",2025-06-19,190,81,7.85,810
258891788,广州好易康,118g,数量：10*价格：8.8,2025-06-11,100,23,8.8,275
235351258,东莞扬康,118g,数量：5*价格：7.99,2025-06-13,5,94,7.99,485
236346687,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,224,8.26,3200
234588240,山东零采医疗器械,118g,数量：5*价格：11.59,2025-06-19,500,18,11.59,124
243694593,广东森锐,118g,数量：10*价格：8.88,2025-06-19,120,3,8.88,40
260003351,洁玲,118g,数量：6*价格：7.98,2025-06-19,6,8,7.98,48
265040947,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,50,4,8.8,40
233297302,红马医械,118g,数量：5*价格：11.59,2025-06-19,527,25,11.59,148
260149935,壹川,118g,数量：10*价格：8.8,2025-06-19,600,2,8.8,50
224630820,香雪腾翔,118g,"数量：5*价格：9.98,数量：10*价格：9.85,数量：20*价格：9.65,数量：30*价格：9.45",2025-06-19,30,5,9.98,41
233298239,红马医械,118g,数量：5*价格：11.59,2025-06-19,527,4,11.59,16
179723552,七三久,118g,"数量：1*价格：12.5,数量：10*价格：9.3",2025-04-03,1508,58,12.5,1150
236583855,广东康城,118g,"数量：20*价格：2.6,数量：60*价格：2.45",2025-06-01,99960,1,2.6,20
262441952,洁玲,118g,数量：6*价格：7.98,2025-06-19,7530,0,7.98,0
236555428,洁玲,118g,数量：6*价格：8.2,2025-06-19,1000,5,8.2,38
266130583,洁玲,118g,"数量：6*价格：8.23,数量：30*价格：8.15",2025-06-19,1000,0,8.23,0
196253515,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
196253514,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
266946669,湖南德康堂,118g,"数量：6*价格：8.28,数量：12*价格：8.18,数量：20*价格：8.0",2024-09-14,500,0,8.28,0
263163305,湖南德康堂,118g,"数量：6*价格：8.28,数量：12*价格：8.18,数量：20*价格：8.0",2024-09-14,500,0,8.28,0
195117013,湖南德康堂,118g,"数量：6*价格：8.28,数量：20*价格：8.18,数量：30*价格：8.0",2025-04-11,500,32,8.28,375
250074956,仁美健康,118g,"数量：5*价格：8.3,数量：10*价格：8.2,数量：15*价格：8.12",2025-06-11,2000,0,8.3,0
266754829,养正坊,118g,"数量：10*价格：8.5,数量：20*价格：8.35,数量：40*价格：8.3",2025-06-13,200,0,8.5,0
267477612,泰飞药械,118g,数量：10*价格：8.8,2025-06-13,1000,0,8.8,0
266954629,广州好易康,118g,数量：10*价格：8.8,2025-06-11,100,0,8.8,0
265783455,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,1000,0,8.8,0
265472577,东莞扬康,118g,"数量：10*价格：8.8,数量：20*价格：8.6,数量：30*价格：8.4,数量：50*价格：8.2",2025-06-13,200,0,8.8,0
265040833,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,50,0,8.8,0
264962887,养生阁,118g,"数量：8*价格：8.8,数量：20*价格：8.6",2025-06-19,100,0,8.8,0
202061507,佛山海宏,118g,数量：10*价格：8.8,2025-06-11,500,3,8.8,40
260175451,广东森锐,118g,数量：10*价格：8.85,2025-06-19,100,0,8.85,0
267483033,壹川,118g,数量：10*价格：8.88,2025-06-19,360,0,8.88,0
267482470,壹川,118g,数量：10*价格：8.88,2025-06-19,360,0,8.88,0
266952549,壹川,118g,数量：10*价格：8.88,2025-06-19,360,0,8.88,0
262737768,壹川,118g,数量：10*价格：8.88,2025-06-19,360,0,8.88,0
215678305,广东森锐,118g,数量：10*价格：8.88,2025-06-19,1000,2,8.88,30
213553391,东莞康洁,118g,数量：10*价格：8.88,2025-06-19,240,24,8.88,251
213318406,东莞康洁,118g,数量：10*价格：8.88,2025-06-19,120,1,8.88,10
210305141,壹川,118g,数量：10*价格：8.88,2025-06-19,600,3,8.88,30
255448266,养正坊,118g,数量：1*价格：8.89,2025-06-13,1,1,8.89,1
266918112,壹品康,118g,数量：10*价格：8.9,2025-06-11,200,0,8.9,0
258689039,壹品康,118g,数量：10*价格：8.9,2025-06-11,200,0,8.9,0
267135632,叶丰源,118g,数量：10*价格：8.99,2025-06-19,200,0,8.99,0
223957573,叶丰源,118g,数量：10*价格：8.99,2025-06-19,1831,0,8.99,0
223956623,叶丰源,118g,数量：10*价格：8.99,2025-06-19,1831,0,8.99,0
212193034,广东森锐,118g,数量：10*价格：8.99,2025-06-19,1830,1,8.99,5
267124647,广东森锐,118g,数量：10*价格：9.2,2025-06-19,1830,0,9.2,0
267125696,广东森锐,118g,数量：10*价格：9.4,2025-06-19,30,0,9.4,0
260451681,维康堂生物,118g,数量：8*价格：9.4,2025-01-01,120,0,9.4,0
266988624,广东森锐,118g,"数量：5*价格：9.5,数量：10*价格：8.8",2025-06-19,120,0,9.5,0
266712866,东莞康洁,118g,"数量：5*价格：9.5,数量：10*价格：8.8",2025-06-19,120,0,9.5,0
263088322,广东森锐,118g,"数量：5*价格：9.5,数量：10*价格：8.8",2025-06-19,120,0,9.5,0
237047343,养生阁,118g,数量：8*价格：9.5,2025-06-19,1211,22,9.5,446
225233114,东莞康洁,118g,"数量：5*价格：9.5,数量：10*价格：8.8",2025-06-19,120,20,9.5,265
267125690,叶丰源,118g,数量：10*价格：9.53,2025-06-19,30,0,9.53,0
267163211,正邦贸易,118g,数量：10*价格：9.59,2025-06-11,30,0,9.59,0
266706580,佛山诺康,118g,数量：6*价格：9.8,2025-06-18,1000,0,9.8,0
265650635,五行医药,118g,数量：6*价格：9.8,2025-02-01,50,0,9.8,0
265634000,天福旗舰店,118g,数量：6*价格：9.8,2025-02-01,50,0,9.8,0
