产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
262487606,香雪腾翔,118g,"数量：5*价格：7.85,数量：10*价格：7.75",2025-06-19,28,149,7.85,1472
258891788,广州好易康,118g,数量：10*价格：7.99,2025-06-11,100,42,7.99,595
265040947,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,50,6,8.8,130
260003351,洁玲,118g,数量：6*价格：7.98,2025-06-19,6,13,7.98,78
243694593,广东森锐,118g,数量：10*价格：8.88,2025-06-19,120,3,8.88,40
235351258,东莞扬康,118g,数量：5*价格：7.99,2025-06-13,5,98,7.99,505
233297302,红马医械,118g,数量：5*价格：11.59,2025-06-19,476,30,11.59,172
269642686,佛山宝芝林,118g,数量：10*价格：7.99,2025-06-11,100,1,7.99,10
234588240,山东零采医疗器械,118g,数量：5*价格：11.59,2025-06-19,488,19,11.59,129
236583855,广东康城,118g,"数量：20*价格：2.6,数量：60*价格：2.45",2025-06-01,99960,1,2.6,20
243738148,香雪腾翔,118g,"数量：5*价格：7.85,数量：10*价格：7.75",2025-06-19,20,189,7.85,1997
215448934,成都诚美,118g,数量：26*价格：7.9,2025-06-11,149,0,7.9,0
262441952,洁玲,118g,数量：6*价格：7.98,2025-06-19,7440,0,7.98,0
207974238,药店品种预约中心,118g,数量：5*价格：7.99,2025-06-13,5,39,7.99,434
236555428,洁玲,118g,数量：6*价格：8.2,2025-06-19,1000,6,8.2,44
236346687,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,224,8.26,3200
236077194,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
196253515,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
196253514,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
268702562,湖南德康堂,118g,"数量：6*价格：8.28,数量：12*价格：8.18,数量：20*价格：8.0",2024-09-14,500,0,8.28,0
263163305,湖南德康堂,118g,"数量：6*价格：8.28,数量：12*价格：8.18,数量：20*价格：8.0",2024-09-14,500,0,8.28,0
195117013,湖南德康堂,118g,"数量：6*价格：8.28,数量：20*价格：8.18,数量：30*价格：8.0",2025-04-11,500,32,8.28,375
208058575,康礼,118g,"数量：10*价格：8.29,数量：20*价格：8.2,数量：30*价格：8.1,数量：40*价格：7.99",2025-06-11,50,0,8.29,0
250074956,仁美健康,118g,"数量：5*价格：8.3,数量：10*价格：8.2,数量：15*价格：8.12",2025-06-11,2000,0,8.3,0
207956724,药店品种预约中心,118g,"数量：10*价格：8.3,数量：20*价格：8.2,数量：30*价格：7.99",2025-06-13,200,0,8.3,0
269549010,养正坊,118g,"数量：10*价格：8.5,数量：20*价格：8.4,数量：30*价格：8.3,数量：50*价格：8.2",2025-06-13,240,0,8.5,0
95773204,叶丰源,118g,数量：21*价格：8.72,2025-06-19,1731,0,8.72,0
95771449,叶丰源,118g,数量：21*价格：8.72,2025-06-19,1731,0,8.72,0
66679761,广东森锐,118g,数量：21*价格：8.72,2025-06-19,1731,0,8.72,0
269824537,广州好易康,118g,数量：10*价格：8.8,2025-06-11,100,0,8.8,0
269527595,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,1000,0,8.8,0
268948594,广州好易康,118g,数量：10*价格：8.8,2025-06-11,100,0,8.8,0
266179033,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,1000,0,8.8,0
265040833,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,50,0,8.8,0
260544512,德润堂,118g,数量：6*价格：8.8,2025-04-11,1874,1,8.8,6
260149935,壹川,118g,数量：10*价格：8.8,2025-06-19,600,2,8.8,50
202061507,佛山海宏,118g,数量：10*价格：8.8,2025-06-11,500,3,8.8,40
152289484,养生阁,118g,数量：8*价格：8.8,2025-06-19,500,0,8.8,0
268938289,广东森锐,118g,数量：21*价格：8.82,2025-06-19,1731,0,8.82,0
234126407,广东森锐,118g,数量：21*价格：8.82,2025-06-19,1731,0,8.82,0
225258964,东莞康洁,118g,数量：21*价格：8.82,2025-06-19,1719,0,8.82,0
134484538,叶丰源,118g,数量：21*价格：8.82,2025-06-19,1731,0,8.82,0
67571415,东莞康洁,118g,数量：21*价格：8.82,2025-06-19,1731,0,8.82,0
