产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
262108913,广州定嘉,100片,数量：6*价格：6.8,2026-05-31,6,93,6.8,558
217814840,佳贝康,100片,数量：20*价格：6.68,2026-01-18,30,313,6.68,7460
195352710,壹佰益,100片,数量：10*价格：6.8,2026-02-28,10,538,6.8,9046
133391428,叶丰源,100片,数量：10*价格：6.8,2026-08-31,8000,135,6.8,1541
175076174,一本医疗,100片,"数量：1*价格：9.99,数量：10*价格：6.8,数量：20*价格：6.7",2026-05-31,50,210,9.99,3951
267671423,河南旭贞,100片,数量：1000*价格：0.08,2026-06-30,99000,1,0.08,1000
223959417,叶丰源,100片,"数量：10*价格：6.8,数量：100*价格：6.75",2026-08-31,2000,15,6.8,1196
259953358,东莞八贤堂,100片,"数量：6*价格：6.95,数量：10*价格：6.9,数量：30*价格：6.85,数量：50*价格：6.8",2026-06-30,100,207,6.95,2409
259879919,晨惠旗舰店,100片,"数量：10*价格：5.8,数量：20*价格：5.7,数量：100*价格：5.65",2026-02-01,1580,15,5.8,1730
257127393,同瑞健,100片,"数量：10*价格：5.79,数量：20*价格：5.69,数量：100*价格：5.64",2026-03-31,8770,47,5.79,770
257071623,药店品种预约中心,100片,数量：10*价格：5.9,2026-04-30,1000,2,5.9,530
197714374,康百川,100片,数量：8*价格：5.88,2026-04-30,20,190,5.88,1469
230711967,总健,100片,"数量：10*价格：6.7,数量：20*价格：6.6",2026-05-06,30,52,6.7,651
226132995,江西省战狼商贸,100片,数量：10*价格：6.68,2026-06-11,10,75,6.68,780
259115098,一本医疗,100片,数量：10*价格：5.78,2026-02-28,100,23,5.78,385
267246237,利安堂,100片,数量：10*价格：6.8,2026-08-31,4740,18,6.8,260
256019088,满好医疗,100片,数量：18*价格：6.6,2026-08-31,100,24,6.6,486
208718141,惠桢药业,100片,数量：10*价格：5.7,2026-04-15,100,105,5.7,1317
193772404,定宏医疗,100片,数量：10*价格：6.7,2026-04-30,10,1612,6.7,15371
258740028,湖南美雅,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-22,100,6,5.7,430
195296235,同瑞健,100片,数量：10*价格：6.75,2026-02-28,10,229,6.75,2290
257466846,佛山一药旗舰店,100片,数量：10*价格：6.98,2026-08-31,100,22,6.98,500
158581863,慈康医疗,100片,数量：10*价格：7.9,2026-02-01,999,609,7.9,7028
258810273,惠仁医药,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-22,100,4,5.7,250
199458662,希尔康,100片,"数量：10*价格：6.68,数量：20*价格：6.58,数量：40*价格：6.55,数量：100*价格：6.4",2026-08-01,1000,2,6.68,500
258607653,日照雅岚,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-22,100,19,5.7,610
263258251,四之佳,100片,"数量：20*价格：6.58,数量：30*价格：6.5",2026-01-18,30,9,6.58,210
222712306,佳贝康,100片,数量：20*价格：6.6,2026-01-18,30,396,6.6,5295
217811762,慷济医疗,100片,数量：20*价格：6.69,2026-01-01,20,679,6.69,14600
260055140,广州源海,100片,"数量：10*价格：6.8,数量：20*价格：6.68",2026-01-01,4570,12,6.8,430
258411991,佛山诺康,100片,数量：10*价格：6.98,2026-07-31,30,74,6.98,1150
258487992,众诚医药,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-15,100,2,5.7,130
235133436,红马医械,100片,数量：20*价格：6.66,2026-07-31,2276,9,6.66,156
217114936,惠仁医药,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-22,100,3,5.7,130
251000418,奇盾旗舰店,100片,数量：9*价格：5.9,2026-04-06,18,20,5.9,198
213753922,总健,100片,"数量：1*价格：7.5,数量：10*价格：6.7,数量：20*价格：6.6",2026-06-30,20,236,7.5,2786
258810271,惠仁医药,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-22,100,1,5.7,100
194459461,湖南美雅,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-22,100,1,5.7,100
194446162,肯爱大健康,100片,数量：10*价格：6.8,2026-02-28,1000,58,6.8,810
