产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
260216152,药店品种预约中心,50g(250mg*200粒),数量：2*价格：58.8,2025-10-17,2,1804,58.8,3608
262301649,药店品种预约中心,50g(250mg*200粒),数量：2*价格：58.5,2025-10-17,5,868,58.5,2587
229601192,山东零采医疗器械,50g(250mg*200粒),数量：3*价格：60.49,2025-07-13,10,569,60.49,2378
234615893,山东零采医疗器械,50g(250mg*200粒),数量：3*价格：60.49,2025-07-13,10,238,60.49,992
223796031,新乾方,50g(250mg*200粒),数量：3*价格：62.8,2025-07-12,391,2612,62.8,10381
271010375,健善坊,50g(250mg*200粒),数量：3*价格：60.2,2025-08-05,5,82,60.2,293
267243285,大圣旗舰店,50g(250mg*200粒),数量：3*价格：60.2,2025-10-10,10,77,60.2,401
257428095,药店品种预约中心,50g(250mg*200粒),数量：2*价格：58.8,2025-10-17,2,1233,58.8,2466
257631778,金迈通,50g(250mg*200粒),"数量：3*价格：60.46,数量：5*价格：60.2",2025-08-13,5,56,60.46,208
229602404,红马医械,50g(250mg*200粒),数量：3*价格：60.49,2025-07-13,10,402,60.49,1824
202905548,药店品种预约中心,50g(250mg*200粒),"数量：1*价格：66.5,数量：3*价格：61.5,数量：5*价格：60.5,数量：10*价格：60.0",2025-07-11,15,293,66.5,1208
224295743,山东零采医疗器械,50g(250mg*200粒),数量：3*价格：60.49,2025-07-13,10,28,60.49,111
250582411,国曜医药,50g(250mg*200粒),"数量：2*价格：64.0,数量：5*价格：63.0,数量：15*价格：61.5",2025-10-31,71,275,64.0,1925
262492914,成毅旗舰店,50g(250mg*200粒),数量：3*价格：62.5,2025-08-16,3,67,62.5,201
215678521,广东森锐,50g(250mg*200粒),"数量：2*价格：60.5,数量：5*价格：60.2",2025-08-11,5,69,60.5,239
260181560,东莞锦华,50g(250mg*200粒),"数量：3*价格：62.5,数量：5*价格：61.8",2025-09-01,9918,7,62.5,82
259218334,惠州民信堂,50g(250mg*200粒),"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-09-06,10,34,63.5,87
264506245,药店品种预约中心,50g(250mg*200粒),数量：2*价格：58.95,2025-10-17,2,80,58.95,160
255987934,兰旗医疗,250mg/粒*200粒/瓶,"数量：1*价格：64.5,数量：5*价格：63.8,数量：10*价格：63.0,数量：12*价格：62.5",2025-04-27,4909,17,64.5,91
217676706,五行医药,50g(250mg*200粒),数量：3*价格：63.99,2025-07-01,40,311,63.99,1396
257139057,药店品种预约中心,50g(250mg*200粒),数量：2*价格：59.2,2025-10-17,2,35,59.2,70
215551270,药店品种预约中心,50g(250mg*200粒),"数量：3*价格：60.45,数量：5*价格：60.2",2025-08-13,6,1427,60.45,3797
224283107,红马医械,50g(250mg*200粒),数量：3*价格：60.49,2025-07-13,10,236,60.49,838
257138983,药店品种预约中心,50g(250mg*200粒),数量：2*价格：59.1,2025-10-17,2,27,59.1,54
265742425,药店品种预约中心,50g(250mg*200粒),数量：4*价格：59.2,2025-10-17,4,43,59.2,172
257275955,健善坊,50g(250mg*200粒),数量：3*价格：60.2,2025-08-05,5,9,60.2,29
230361958,红马医械,50g(250mg*200粒),数量：3*价格：60.49,2025-07-13,10,24,60.49,114
216801339,药店品种预约中心,50g(250mg*200粒),"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-09-06,10,765,63.5,2370
183897104,养生阁,50g(250mg*200粒),"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-05-05,6,698,63.5,1388
194625653,美东盈,50g(250mg*200粒),"数量：2*价格：63.9,数量：3*价格：62.8,数量：5*价格：61.6",2025-06-22,5,31,63.9,104
260074334,福到鑫来,50g(250mg*200粒),数量：3*价格：60.49,2025-07-11,3,26,60.49,78
236864211,,50g(250mg*200粒),数量：5*价格：61.5,2025-07-12,1114,46,61.5,336
