产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
243875828,哈医佰益,25g,"数量：10*价格：8.99,数量：20*价格：8.9,数量：40*价格：8.78,数量：100*价格：8.76",2025-09-01,400,39,8.99,600
230587110,湖南德康堂,25g,"数量：10*价格：9.0,数量：40*价格：8.8",2025-08-24,2372,491,9.0,7627
237498216,腾朝医药旗舰店,25g,"数量：10*价格：3.3,数量：20*价格：2.99,数量：60*价格：2.5",2025-03-01,840,66,3.3,1360
265304099,洁玲,25g,数量：20*价格：8.8,2025-09-01,1899,12,8.8,240
248471804,洁玲,25g,数量：20*价格：8.8,2025-09-01,1899,10,8.8,220
246202749,美络康,25g,"数量：10*价格：9.1,数量：20*价格：9.08,数量：30*价格：9.05,数量：100*价格：8.99",2025-09-01,1878,19,9.1,230
218849922,君鑫生物,25g,"数量：10*价格：1.98,数量：20*价格：1.58,数量：100*价格：1.45",2025-07-25,600,13,1.98,150
237381305,东越星,25g,"数量：2*价格：4.8,数量：5*价格：3.99,数量：10*价格：3.5,数量：20*价格：2.5",2025-03-01,840,34,4.8,500
195155170,南同堂,25g,数量：10*价格：5.6,2026-09-14,80,1,5.6,30
228235555,同瑞健,25g,数量：20*价格：9.45,2025-09-01,400,31,9.45,645
230665920,药店品种预约中心,25g,数量：10*价格：10.5,2025-08-25,350,5,10.5,50
246995406,济雅搏堂,25g,"数量：2*价格：4.5,数量：10*价格：3.3,数量：20*价格：2.88,数量：60*价格：2.5",2025-03-01,840,3,4.5,22
257609151,东越星,25g,"数量：10*价格：3.3,数量：20*价格：3.0,数量：40*价格：2.8",2025-03-01,840,1,3.3,10
262433800,东越星,25g,"数量：10*价格：3.3,数量：20*价格：3.0,数量：40*价格：2.8",2025-03-01,840,0,3.3,0
246994104,济雅搏堂,25g,"数量：10*价格：3.3,数量：20*价格：2.99,数量：60*价格：2.5",2025-03-01,840,0,3.3,0
262435063,腾朝医药旗舰店,25g,"数量：10*价格：3.5,数量：20*价格：3.3,数量：40*价格：2.8",2025-03-01,840,2,3.5,50
257609711,腾朝医药旗舰店,25g,"数量：10*价格：3.5,数量：20*价格：3.3,数量：40*价格：2.8",2025-03-01,840,1,3.5,40
237497472,腾朝医药旗舰店,25g,"数量：10*价格：3.8,数量：20*价格：3.5,数量：60*价格：3.3",2025-03-01,840,0,3.8,0
236273753,东越星,25g,"数量：10*价格：3.8,数量：20*价格：3.5",2025-03-01,840,0,3.8,0
237495221,腾朝医药旗舰店,25g,"数量：10*价格：3.88,数量：20*价格：3.5,数量：100*价格：3.3",2025-03-01,840,0,3.88,0
262548629,药店品种预约中心,25g,"数量：10*价格：3.99,数量：20*价格：3.5",2025-04-01,1000,0,3.99,0
260152430,药店品种预约中心,25g,"数量：10*价格：3.99,数量：20*价格：3.5",2025-04-01,1000,0,3.99,0
237117276,卓弘,25g,"数量：10*价格：3.99,数量：20*价格：3.5",2025-04-01,1000,0,3.99,0
237568994,腾朝医药旗舰店,25g,"数量：1*价格：5.0,数量：5*价格：3.88,数量：10*价格：3.5,数量：20*价格：3.3",2025-03-01,840,2,5.0,13
195153422,康无忧,25g,数量：10*价格：5.6,2026-09-14,80,0,5.6,0
195148799,益方旗舰店,25g,数量：10*价格：5.6,2026-09-14,80,0,5.6,0
195141650,非药天下,25g,数量：10*价格：5.6,2026-09-14,80,0,5.6,0
246993671,济雅搏堂,25g,"数量：1*价格：6.5,数量：5*价格：3.5,数量：10*价格：3.3,数量：20*价格：2.8",2025-03-01,840,0,6.5,0
251670980,美络康,25g,"数量：10*价格：9.1,数量：20*价格：9.08,数量：30*价格：9.05,数量：100*价格：8.99",2025-09-01,1878,5,9.1,50
252906604,昌信恒,25g,数量：40*价格：9.35,2025-09-01,400,0,9.35,0
228803477,益恩健,25g,数量：20*价格：9.49,2025-08-24,780,0,9.49,0
