产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
116670279,满好医疗,70mm*20mm*20片,数量：30*价格：2.05,2026-08-31,400,3521,2.05,117294
266589562,佛山诺康,70mm*20mm*20片,数量：3*价格：1.98,2026-08-31,3,25,1.98,75
213210301,亿丰旭,70mm*20mm*20片,数量：20*价格：1.98,2026-01-31,20,165,1.98,3290
122552774,满好医疗,70mm*20mm*20片,数量：60*价格：2.04,2026-08-31,340,3305,2.04,234010
266043346,亿丰旭,70mm*20mm*20片,数量：20*价格：1.98,2026-01-31,20,13,1.98,260
260213577,亿丰旭,70mm*20mm*20片,数量：20*价格：1.98,2026-01-31,20,8,1.98,160
215681870,佛山诺康,70mm*20mm*20片,数量：30*价格：2.04,2026-08-31,50,394,2.04,9476
259946457,广州定嘉,70mm*20mm*20片,数量：20*价格：2.1,2025-08-01,200,251,2.1,3265
257305683,烨兴堂,70mm*20mm*20片,数量：30*价格：2.05,2026-07-31,80,343,2.05,12631
224342013,总健,70mm*20mm*20片,数量：30*价格：2.05,2026-08-31,70,4165,2.05,127138
257016514,金俊祥,70mm*20mm*20片,数量：30*价格：2.05,2026-07-31,11543,119,2.05,3851
257620415,深圳弘升,70mm*20mm*20片,"数量：20*价格：2.05,数量：40*价格：2.02,数量：80*价格：1.99,数量：200*价格：1.97",2026-07-18,400,73,2.05,4100
241406960,广州生泰医疗器械,70mm*20mm*20片,数量：20*价格：2.1,2026-07-31,20,526,2.1,10900
259758813,兰迪仙,70mm*20mm*20片,"数量：20*价格：2.2,数量：30*价格：2.05",2026-07-31,3000,1,2.2,1000
260772005,武汉新杰,70mm*20mm*20片,数量：20*价格：2.3,2026-08-01,9080,32,2.3,2020
256923800,众诚医药,70mm*20mm*20片,数量：40*价格：2.05,2026-07-17,370,15,2.05,630
250425714,葵之花,70mm*20mm*20片,数量：20*价格：2.05,2026-07-31,20,104,2.05,1573
257305685,烨兴堂,70mm*20mm*20片,数量：30*价格：2.03,2026-07-31,80,11,2.03,330
236219615,惠州民信堂,70mm*20mm*20片,数量：30*价格：2.4,2026-07-11,800,11,2.4,1590
250495588,烨兴堂,70mm*20mm*20片,数量：30*价格：2.03,2026-07-31,80,17,2.03,540
