产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
259906300,湖南德康堂,230g,数量：6*价格：21.97,2026-06-08,3991,55,21.97,1009
255995978,乐途,230g,数量：6*价格：21.5,2026-08-09,24,62,21.5,948
216647535,江门永亮,230g,数量：6*价格：21.5,2026-06-21,6,627,21.5,5538
259910951,洁玲,230g,"数量：6*价格：22.7,数量：48*价格：22.2",2026-06-08,1000,28,22.7,588
248526159,鑫美康,230g,数量：9*价格：24.3,2026-08-16,144,49,24.3,705
234825256,非药汇,230g,数量：3*价格：23.8,2026-08-24,6,116,23.8,546
224933373,一千年医药,230g,数量：6*价格：24.8,2026-05-19,24,300,24.8,2432
253733389,云达医疗,230g,数量：6*价格：24.25,2026-10-10,928,62,24.25,572
196233406,晋实惠,230g,数量：12*价格：23.98,2025-08-29,48,88,23.98,1515
236328032,金东药城,230g,数量：12*价格：22.6,2026-06-14,48,47,22.6,684
253811565,云达医疗,230g,数量：6*价格：23.99,2026-10-10,50,4,23.99,96
259961867,晨文医药,230g,数量：6*价格：24.79,2026-09-10,480,8,24.79,84
217739636,乐途,230g,数量：6*价格：21.5,2026-05-01,24,333,21.5,3247
263250681,广东森锐,230g,"数量：4*价格：27.5,数量：18*价格：26.5",2026-09-14,120,4,27.5,59
260483699,志晨医药,230g,"数量：3*价格：25.49,数量：6*价格：24.79,数量：9*价格：24.29",2026-09-12,958,11,25.49,74
200248052,同瑞健,230g,数量：6*价格：24.8,2026-06-07,6,273,24.8,2003
259757225,蒙特生物,230g,数量：6*价格：26.5,2026-08-01,9945,6,26.5,54
258417020,蒙特生物,230g,数量：6*价格：26.5,2026-08-01,9959,5,26.5,40
182570168,立成医疗,230g,数量：6*价格：22.98,2026-07-14,1254,1018,22.98,8745
258458600,福鄂花参燕,230g,数量：6*价格：24.5,2026-03-25,9970,1,24.5,30
262489983,美东盈,230g,"数量：3*价格：25.9,数量：6*价格：25.68,数量：12*价格：25.48,数量：24*价格：23.8",2026-01-09,57,1,25.9,30
