产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
262487606,香雪腾翔,118g,"数量：5*价格：7.85,数量：10*价格：7.75",2025-06-19,300,118,7.85,1112
258891788,广州好易康,118g,数量：10*价格：7.99,2025-06-11,100,38,7.99,495
234588240,山东零采医疗器械,118g,数量：5*价格：11.59,2025-06-19,500,19,11.59,129
235351258,东莞扬康,118g,数量：5*价格：7.99,2025-06-13,5,98,7.99,505
265040947,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,50,4,8.8,40
260003351,洁玲,118g,数量：6*价格：7.98,2025-06-19,6,12,7.98,72
243694593,广东森锐,118g,数量：10*价格：8.88,2025-06-19,120,3,8.88,40
233297302,红马医械,118g,数量：5*价格：11.59,2025-06-19,520,27,11.59,155
224630820,香雪腾翔,118g,"数量：5*价格：9.98,数量：10*价格：9.85,数量：20*价格：9.65,数量：30*价格：9.45",2025-06-19,30,5,9.98,41
179723552,七三久,118g,"数量：1*价格：12.5,数量：10*价格：9.3",2025-04-03,1508,58,12.5,1150
236583855,广东康城,118g,"数量：20*价格：2.6,数量：60*价格：2.45",2025-06-01,99960,1,2.6,20
243738148,香雪腾翔,118g,"数量：5*价格：7.85,数量：10*价格：7.75",2025-06-19,20,189,7.85,1997
262441952,洁玲,118g,数量：6*价格：7.98,2025-06-19,7478,0,7.98,0
269642686,佛山宝芝林,118g,数量：10*价格：7.99,2025-06-11,100,0,7.99,0
236555428,洁玲,118g,数量：6*价格：8.2,2025-06-19,1000,5,8.2,38
236346687,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,224,8.26,3200
196253515,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
196253514,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
263163305,湖南德康堂,118g,"数量：6*价格：8.28,数量：12*价格：8.18,数量：20*价格：8.0",2024-09-14,500,0,8.28,0
195117013,湖南德康堂,118g,"数量：6*价格：8.28,数量：20*价格：8.18,数量：30*价格：8.0",2025-04-11,500,32,8.28,375
250074956,仁美健康,118g,"数量：5*价格：8.3,数量：10*价格：8.2,数量：15*价格：8.12",2025-06-11,2000,0,8.3,0
265040833,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,50,0,8.8,0
260149935,壹川,118g,数量：10*价格：8.8,2025-06-19,600,2,8.8,50
202061507,佛山海宏,118g,数量：10*价格：8.8,2025-06-11,500,3,8.8,40
260175451,广东森锐,118g,数量：10*价格：8.85,2025-06-19,100,0,8.85,0
262737768,壹川,118g,数量：10*价格：8.88,2025-06-19,360,0,8.88,0
215678305,广东森锐,118g,数量：10*价格：8.88,2025-06-19,1000,2,8.88,30
213553391,东莞康洁,118g,数量：10*价格：8.88,2025-06-19,240,24,8.88,251
213318406,东莞康洁,118g,数量：10*价格：8.88,2025-06-19,120,1,8.88,10
210305141,壹川,118g,数量：10*价格：8.88,2025-06-19,600,3,8.88,30
255448266,养正坊,118g,数量：1*价格：8.89,2025-06-13,1,1,8.89,1
258689039,壹品康,118g,数量：10*价格：8.9,2025-06-11,200,0,8.9,0
223957573,叶丰源,118g,数量：10*价格：8.99,2025-06-19,1782,0,8.99,0
223956623,叶丰源,118g,数量：10*价格：8.99,2025-06-19,1782,0,8.99,0
