产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
116670279,满好医疗,70mm*20mm*20片,数量：30*价格：2.07,2026-08-31,400,5010,2.07,174147
244730011,广州生泰医疗器械,70mm*20mm*20片,数量：20*价格：2.05,2026-07-31,20,84,2.05,1695
234838732,械字号,70mm*20mm*20片,数量：30*价格：2.08,2026-09-01,100,234,2.08,8740
264198627,药店品种预约中心,70mm*20mm*20片,数量：30*价格：2.06,2026-08-31,400,64,2.06,2730
262498081,四之佳,70mm*20mm*20片,"数量：30*价格：2.1,数量：60*价格：2.08",2026-08-19,60,110,2.1,4270
213210301,亿丰旭,70mm*20mm*20片,数量：20*价格：2.05,2026-01-31,20,313,2.05,6270
259389156,喜乐堂,70mm*20mm*20片,数量：10*价格：2.09,2026-08-17,10,57,2.09,955
257128803,云药采,70mm*20mm*20片,数量：20*价格：2.08,2026-07-31,200,13,2.08,980
216887227,广东正医药业,70mm*20mm*20片,数量：5*价格：2.0,2026-03-31,5,404,2.0,2020
270047339,慷济医疗,70mm*20mm*20片,数量：30*价格：2.07,2026-08-01,1050,7,2.07,240
250425714,葵之花,70mm*20mm*20片,数量：20*价格：2.15,2026-07-31,50,478,2.15,12148
227289283,壹佰益,70mm*20mm*20片,数量：40*价格：2.28,2026-07-31,60,206,2.28,12360
215681870,佛山诺康,70mm*20mm*20片,数量：30*价格：2.18,2026-08-31,50,560,2.18,15316
195455836,同瑞健,70mm*20mm*20片,数量：40*价格：2.28,2026-07-31,60,1773,2.28,93384
122552774,满好医疗,70mm*20mm*20片,数量：60*价格：2.04,2026-08-31,400,3328,2.04,235590
260345062,昌信恒,70mm*20mm*20片,数量：60*价格：2.28,2026-07-31,11840,19,2.28,1260
224342013,总健,70mm*20mm*20片,数量：30*价格：2.15,2026-08-31,70,4220,2.15,129128
260377847,壹佰益,70mm*20mm*20片,数量：40*价格：2.28,2026-07-31,990,18,2.28,770
263564950,安徽绅养道健康科技,70mm*20mm*20片,数量：10*价格：20.2,2025-01-29,10,34,20.2,555
232617251,晨惠旗舰店,70mm*20mm*20片,数量：30*价格：2.08,2026-08-01,30,66,2.08,2500
185923570,深圳畅优,70mm*20mm*20片,数量：20*价格：2.08,2026-07-31,1000,11,2.08,280
211501586,卓达医疗,70mm*20mm*20片,"数量：50*价格：2.15,数量：60*价格：2.1,数量：100*价格：2.05",2026-07-23,200,7,2.15,670
260213577,亿丰旭,70mm*20mm*20片,数量：20*价格：2.05,2026-01-31,20,39,2.05,780
257140883,壹佰益,70mm*20mm*20片,数量：40*价格：2.28,2026-07-31,60,3,2.28,140
256179140,贵州中弘福药业,70mm*20mm*20片,数量：40*价格：2.25,2026-08-22,5359,5,2.25,265
259349983,广东大畅,70mm*20mm*20片,数量：20*价格：2.08,2025-10-31,100,6,2.08,440
233030787,广州一药,70mm*20mm*20片,数量：30*价格：2.18,2026-07-31,50,320,2.18,1081
202381350,广州械师帮医疗科技,70mm*20mm*20片,数量：20*价格：2.1,2025-08-01,20,72,2.1,1395
251347942,惠州群梦医疗器械,70mm*20mm*20片,数量：60*价格：2.05,2026-08-31,500,3,2.05,100
197918520,东莞八贤堂,70mm*20mm*20片,数量：20*价格：2.08,2026-07-31,20,5,2.08,100
261690143,暖心堂,70mm*20mm*20片,数量：10*价格：2.09,2026-08-17,20,8,2.09,100
232618928,慷济医疗,70mm*20mm*20片,数量：30*价格：2.09,2026-08-01,30,457,2.09,14340
208774733,佳贝康,70mm*20mm*20片,"数量：30*价格：2.1,数量：60*价格：2.08",2026-08-19,60,77,2.1,3040
260759786,东莞八贤堂,70mm*20mm*20片,"数量：20*价格：2.13,数量：30*价格：2.08",2026-07-31,36435,6,2.13,170
241406960,广州生泰医疗器械,70mm*20mm*20片,数量：20*价格：2.15,2026-07-31,20,531,2.15,11000
228728884,广州定嘉,70mm*20mm*20片,数量：20*价格：2.15,2025-08-01,20,1648,2.15,32897
234828753,杏湾医疗,70mm*20mm*20片,"数量：30*价格：2.1,数量：50*价格：2.0",2025-06-20,850,3,2.1,150
220815543,佛山小羚羊,70mm*20mm*20片,数量：30*价格：2.18,2026-04-30,50,16,2.18,700
236219615,惠州民信堂,70mm*20mm*20片,数量：30*价格：2.4,2026-07-11,800,12,2.4,1640
169799279,联存大健康,70mm*20mm*20片,数量：20*价格：2.4,2025-07-04,200,4,2.4,130
252814452,养正坊,70mm*20mm*20片,数量：1*价格：1.69,2026-03-25,0,285,1.69,399
258447407,稳胜,70mm*20mm*20片,数量：20*价格：2.38,2026-07-01,60,1,2.38,40
202837963,海洋康晨,70mm*20mm*20片,数量：30*价格：2.06,2026-07-31,30,2896,2.06,88268
243080146,总健,70mm*20mm*20片,数量：30*价格：2.15,2026-07-31,70,4,2.15,140
228142522,佛山一药旗舰店,70mm*20mm*20片,数量：30*价格：2.18,2026-07-31,100,3,2.18,130
266610018,晨惠旗舰店,70mm*20mm*20片,数量：30*价格：2.19,2026-08-01,400,1,2.19,30
228290437,慷济医疗,70mm*20mm*20片,数量：30*价格：2.19,2026-08-01,30,35,2.19,1050
261935299,成都诚美,70mm*20mm*20片,数量：30*价格：2.2,2026-09-30,2669,1,2.2,30
259174824,一本医疗,70mm*20mm*20片,数量：30*价格：2.2,2026-07-31,50,416,2.2,14487
254790003,一本医疗,70mm*20mm*20片,数量：30*价格：2.2,2026-02-28,50,115,2.2,4000
194136116,药店品种预约中心,70mm*20mm*20片,"数量：20*价格：2.2,数量：50*价格：2.15",2026-07-11,330,18,2.2,670
262560089,甜心医药,70mm*20mm*20片,数量：30*价格：2.4,2026-08-01,470,1,2.4,30
259908790,云泰医药（广东）,70mm*20mm*20片,数量：20*价格：2.4,2026-07-11,81767,5,2.4,200
259946452,广州定嘉,70mm*20mm*20片,数量：20*价格：2.15,2025-08-01,20,8,2.15,150
268365563,康普医疗器械旗舰店,70mm*20mm*20片,数量：20*价格：2.3,2026-06-30,979,1,2.3,20
242951323,药宝多,70mm*20mm*20片,"数量：20*价格：3.3,数量：40*价格：3.24,数量：80*价格：3.19",2026-01-21,980,1,3.3,20
251659971,新昱康,70mm*20mm*20片,数量：20*价格：2.28,2025-10-24,500,3,2.28,40
165401135,华升,70mm*20mm*20片,数量：10*价格：2.28,2026-02-01,20,820,2.28,14612
173429069,小米大健康,70mm*20mm*20片,数量：30*价格：2.35,2026-08-31,1186,25,2.35,1051
153742174,恒海,70mm*20mm*20片,"数量：10*价格：2.56,数量：20*价格：2.45,数量：30*价格：2.33",2025-06-14,30,2,2.56,40
