产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
216809937,唯康医药,30g(0.5g*60粒),"数量：6*价格：19.8,数量：10*价格：19.5,数量：30*价格：18.8,数量：600*价格：8.5",2025-08-01,290,42,19.8,310
199164645,百年众生,30g(0.5g*60粒),数量：2*价格：31.8,2025-10-03,1000,227,31.8,2283
271117961,南京同仁堂,30g(0.5g*60粒),"数量：2*价格：28.0,数量：4*价格：26.88",2025-09-09,7,2,28.0,12
270548237,药店品种预约中心,30g(0.5g/粒*60粒/),数量：6*价格：19.5,2025-08-01,190,1,19.5,10
195117477,药店品种预约中心,0.5g*60粒,"数量：1*价格：23.5,数量：5*价格：20.0,数量：10*价格：18.0,数量：80*价格：17.5",2025-10-07,351,5,23.5,143
265704702,唯康医药,30g(0.5g*60粒),数量：6*价格：19.8,2025-06-01,14,1,19.8,6
262531481,敬伟医疗,30g(0.5g*60粒),"数量：6*价格：20.8,数量：10*价格：19.8",2025-08-15,85,4,20.8,32
172074687,药店品种预约中心,0.5g*60粒,"数量：1*价格：23.5,数量：5*价格：20.0,数量：10*价格：18.0,数量：80*价格：17.8",2025-10-07,351,60,23.5,612
272096335,诺众康,0.5g*60粒,"数量：3*价格：31.5,数量：6*价格：28.5,数量：10*价格：26.5",2025-09-09,64,1,31.5,6
202274456,南京同仁堂,0.5g*60粒,数量：2*价格：31.8,2025-10-03,1000,15,31.8,157
272854802,福建健康好医药科技,0.5g*60粒,"数量：5*价格：38.5,数量：8*价格：37.0,数量：10*价格：36.0,数量：20*价格：35.2",2025-01-25,74,1,38.5,5
262453184,祝康堂,30g(0.5粒*60粒),"数量：1*价格：23.3,数量：5*价格：19.9,数量：10*价格：19.2",2025-05-05,66,3,23.3,14
260375206,湖南德康堂,0.5g*60粒,数量：1*价格：29.0,2025-10-03,895,5,29.0,105
196618137,药店品种预约中心,30g(0.5g*60粒),"数量：10*价格：19.3,数量：30*价格：19.0,数量：120*价格：17.8",2025-06-01,84,7,19.3,116
270548973,药店品种预约中心,30g(0.5g*60粒),数量：6*价格：19.5,2025-06-01,20,0,19.5,0
270545063,唯康医药,30g(0.5g*60粒),"数量：10*价格：19.5,数量：20*价格：19.3,数量：60*价格：18.8",2025-08-01,200,0,19.5,0
265705074,唯康医药,30g(0.5g*60粒),数量：10*价格：19.5,2025-06-01,20,0,19.5,0
202451284,药店品种预约中心,30g(0.5g/粒*60粒/),"数量：6*价格：19.5,数量：20*价格：19.3,数量：40*价格：19.0,数量：60*价格：18.8",2025-06-01,200,3,19.5,12
211375864,唯康医药,30g(0.5g*60粒),"数量：10*价格：19.8,数量：60*价格：17.5,数量：120*价格：17.3,数量：200*价格：12.0",2025-06-01,160,12,19.8,140
198265684,药店品种预约中心,30g(0.5粒*60粒),"数量：2*价格：19.8,数量：10*价格：18.0",2025-05-05,20,18,19.8,126
195988344,药店品种预约中心,30g(0.5g*60粒),"数量：6*价格：19.8,数量：10*价格：19.5,数量：60*价格：19.0,数量：120*价格：11.5",2025-06-01,96,5,19.8,24
257575256,唯康医药,30g(0.5g*60粒),数量：10*价格：19.9,2025-08-01,200,0,19.9,0
198226085,药店品种预约中心,30g(0.5粒*60粒),"数量：4*价格：19.9,数量：10*价格：18.8",2025-05-23,486,0,19.9,0
172010306,德州雨蝶,0.5g*60粒,数量：10*价格：20.0,2025-10-07,351,0,20.0,0
270215628,敬伟医疗,30g(0.5g*60粒),"数量：6*价格：20.8,数量：10*价格：19.6",2025-08-15,85,0,20.8,0
264453620,敬伟医疗,30g(0.5g*60粒),"数量：6*价格：20.8,数量：10*价格：19.8",2025-08-15,85,0,20.8,0
260063668,敬伟医疗,30g(0.5g*60粒),"数量：6*价格：20.8,数量：10*价格：19.8",2025-08-15,85,0,20.8,0
202451435,药店品种预约中心,30g(0.5g/粒*60粒/),"数量：60*价格：20.8,数量：100*价格：20.5,数量：200*价格：19.9",2025-08-01,200,0,20.8,0
257575255,唯康医药,30g(0.5g/粒*60粒/),数量：6*价格：21.5,2025-08-01,240,0,21.5,0
202451408,药店品种预约中心,30g(0.5g/粒*60粒/),数量：20*价格：21.8,2025-08-01,200,0,21.8,0
164124025,祝康堂,30g(0.5粒*60粒),数量：3*价格：21.8,2025-05-05,80,0,21.8,0
265238136,药店品种预约中心,30g(0.5g/粒*60粒)/盒,"数量：6*价格：22.49,数量：7*价格：21.63",2025-10-07,6,1,22.49,6
212556256,仲景堂,30g(0.5粒*60粒),"数量：1*价格：22.5,数量：5*价格：19.8,数量：10*价格：18.9",2025-05-23,100,0,22.5,0
202451441,药店品种预约中心,30g(0.5g/粒*60粒/),数量：6*价格：22.5,2025-08-01,200,0,22.5,0
202451402,药店品种预约中心,30g(0.5g/粒*60粒/),数量：10*价格：22.5,2025-08-01,200,0,22.5,0
269948942,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
262709064,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
261760263,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
261740737,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
261332296,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
241024491,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
211375862,唯康医药,30g(0.5g*60粒),"数量：2*价格：22.8,数量：10*价格：19.8,数量：200*价格：11.5",2025-06-01,164,7,22.8,36
208853666,唯康医药,30g(0.5g*60粒),数量：10*价格：22.8,2025-08-01,200,0,22.8,0
206126963,唯康医药,30g(0.5g*60粒),数量：10*价格：22.8,2025-08-01,200,0,22.8,0
196618330,药店品种预约中心,30g(0.5g*60粒),数量：10*价格：22.8,2025-08-01,120,0,22.8,0
195382274,唯康医药,30g(0.5g/粒*60粒/),"数量：1*价格：22.8,数量：6*价格：19.9,数量：10*价格：19.5,数量：240*价格：13.0",2025-08-01,228,2,22.8,12
272249726,药店品种预约中心,30g(0.5粒*60粒),"数量：1*价格：23.0,数量：5*价格：19.8,数量：10*价格：18.9",2025-05-23,80,0,23.0,0
260148591,药店品种预约中心,30g(0.5粒*60粒),"数量：1*价格：23.0,数量：5*价格：19.8,数量：10*价格：18.9",2025-05-23,80,0,23.0,0
195987882,药店品种预约中心,30g(0.5g*60粒),数量：10*价格：23.0,2025-08-01,120,0,23.0,0
272274798,祝康堂,30g(0.5粒*60粒),"数量：1*价格：23.3,数量：5*价格：19.9,数量：10*价格：19.2",2025-05-05,80,0,23.3,0
270202033,德州雨蝶,0.5g*60粒,"数量：1*价格：23.5,数量：5*价格：20.0,数量：10*价格：18.0,数量：80*价格：17.88",2025-10-07,351,0,23.5,0
256615347,德州雨蝶,0.5g*60粒,"数量：1*价格：23.5,数量：5*价格：20.0,数量：10*价格：18.0,数量：80*价格：17.88",2025-10-07,351,0,23.5,0
216223697,德州雨蝶,0.5g*60粒,"数量：1*价格：23.5,数量：5*价格：20.0,数量：10*价格：18.0,数量：80*价格：17.88",2025-10-07,351,0,23.5,0
208859650,唯康医药,30g(0.5g*60粒),"数量：10*价格：23.5,数量：60*价格：22.5,数量：120*价格：21.8,数量：300*价格：11.8",2025-08-01,290,1,23.5,10
265704518,药店品种预约中心,30g(0.5g*60粒),数量：4*价格：23.8,2025-06-01,20,0,23.8,0
208859649,唯康医药,30g(0.5g*60粒),"数量：2*价格：23.8,数量：10*价格：22.8,数量：60*价格：22.5,数量：120*价格：21.8",2025-08-01,598,1,23.8,2
206126962,唯康医药,30g(0.5g*60粒),"数量：4*价格：23.8,数量：10*价格：22.8,数量：60*价格：21.8,数量：600*价格：21.5",2025-08-01,600,0,23.8,0
205290557,唯康医药,30g(0.5g*60粒),"数量：1*价格：23.8,数量：6*价格：19.9,数量：10*价格：19.8,数量：240*价格：12.5",2025-08-01,194,5,23.8,46
195388037,唯康医药,30g(0.5g/粒*60粒/),"数量：6*价格：23.8,数量：10*价格：22.5,数量：120*价格：19.9,数量：600*价格：12.6",2025-08-01,582,3,23.8,18
208602251,鹏昇堂,30g(0.5g*60粒),数量：9*价格：23.94,2025-08-15,300,0,23.94,0
