产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
210783432,志晨医药,215g,数量：9*价格：22.69,2026-09-22,477,1377,22.69,17803
192045032,要快乐,215g,数量：6*价格：23.8,2026-10-13,918,321,23.8,2853
262442385,洁玲,215g,数量：6*价格：20.9,2026-10-02,9994,119,20.9,1562
257056386,翔发,215g,数量：6*价格：22.8,2025-11-30,125,1,22.8,420
255995975,乐途,215g,"数量：6*价格：20.8,数量：12*价格：20.78",2026-08-09,24,37,20.8,502
216319793,洁玲,215g,数量：6*价格：20.89,2026-10-02,1000,327,20.89,6031
259906304,湖南德康堂,215g,"数量：6*价格：21.9,数量：48*价格：21.5",2026-02-28,15009,7,21.9,186
242918926,江门永亮,215g,数量：6*价格：20.6,2026-08-09,6,24,20.6,144
230665730,湖南凡康,215g,数量：9*价格：22.6,2026-07-18,99,30,22.6,411
252943694,志文旗舰店,215g,数量：9*价格：22.79,2026-08-31,186,13,22.79,183
220681251,江门永亮,215g,数量：6*价格：20.6,2026-08-08,6,798,20.6,4974
200739992,湖北惠源,215g,数量：12*价格：22.3,2026-10-05,40,23,22.3,459
255111662,天福旗舰店,215g,数量：3*价格：24.8,2026-04-01,200,16,24.8,133
259754439,蒙特生物,215g,数量：6*价格：24.8,2026-07-04,98,9,24.8,72
200242640,同瑞健,215g,数量：10*价格：22.65,2026-08-29,10,1110,22.65,9300
210322273,乐途,215g,数量：6*价格：20.8,2026-04-09,6,301,20.8,2447
240406190,金东药城,215g,数量：6*价格：21.9,2026-06-12,48,74,21.9,1002
230267343,昌信恒,215g,数量：6*价格：23.45,2026-08-29,6,16,23.45,96
265163599,鑫创源,215g,数量：9*价格：21.6,2026-06-12,90,5,21.6,45
261217923,洁玲,215g,数量：6*价格：21.2,2026-10-02,1000,4,21.2,54
252938615,志晨医药,215g,数量：9*价格：22.9,2026-09-22,3411,4,22.9,51
201178424,同瑞健,215g,数量：6*价格：22.98,2026-08-29,12,8,22.98,72
233516619,五行医药,215g,数量：3*价格：24.8,2026-07-01,200,78,24.8,525
262444401,湖南德康堂,215g,"数量：6*价格：21.9,数量：48*价格：21.5",2026-02-28,15009,3,21.9,32
255896507,紫芊,215g,"数量：6*价格：23.9,数量：12*价格：23.5",2026-09-22,132,1,23.9,30
196238050,晋实惠,215g,数量：12*价格：22.48,2026-07-12,48,1,22.48,48
215638315,壹佰益,215g,数量：6*价格：22.45,2026-08-29,6,159,22.45,1030
262489987,美东盈,215g,"数量：3*价格：24.48,数量：6*价格：23.9,数量：12*价格：23.48,数量：24*价格：22.9",2025-11-29,218,1,24.48,24
208781555,同瑞健,215g,数量：6*价格：22.45,2026-08-29,2198,13,22.45,161
229204542,蒙特生物,215g,数量：6*价格：24.8,2026-07-04,9777,27,24.8,222
255389483,,215g,数量：12*价格：25.43,2026-07-31,324,2,25.43,27
259910950,洁玲,215g,数量：6*价格：20.89,2026-10-02,1000,3,20.89,30
198132989,壹佰益,215g,数量：6*价格：22.98,2026-08-29,2198,7,22.98,84
234825252,非药汇,215g,数量：4*价格：23.8,2026-08-29,1194,6,23.8,25
260391567,非药汇,215g,数量：4*价格：24.0,2026-08-29,1194,2,24.0,32
173114807,鲁鸿医疗,215g,"数量：1*价格：26.5,数量：6*价格：23.8,数量：12*价格：23.2",2025-03,60,5,26.5,52
217874980,鑫创源,215g,数量：9*价格：21.3,2026-06-12,9,351,21.3,3162
194153244,东莞东盈,215g,"数量：3*价格：23.9,数量：6*价格：23.48,数量：12*价格：22.98,数量：24*价格：22.48",2025-11-29,496,1,23.9,4
220736646,大山甲,215g,数量：3*价格：26.0,2025-10-13,997,1,26.0,3
203364990,新昱康,215g,数量：6*价格：24.8,2026-06-12,540,4,24.8,10
194542508,洁玲,215g,数量：6*价格：20.98,2026-10-02,1000,39,20.98,591
263157477,湖南德康堂,215g,"数量：6*价格：21.9,数量：48*价格：21.5",2026-02-28,15009,0,21.9,0
216308407,湖南德康堂,215g,"数量：6*价格：21.9,数量：24*价格：21.8,数量：48*价格：21.5",2026-07-01,9923,7,21.9,76
195116200,湖南德康堂,215g,"数量：6*价格：21.9,数量：24*价格：21.8,数量：48*价格：21.5",2026-05-01,6929,155,21.9,3070
194718488,鑫创源,215g,数量：9*价格：22.3,2026-06-12,666,0,22.3,0
163181870,乐进旗舰店,215g,数量：12*价格：22.3,2026-08-10,493,86,22.3,1435
208335221,壹佰益,215g,数量：6*价格：22.45,2026-08-29,996,29,22.45,294
