产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
248284333,洁玲,380ml,数量：6*价格：11.49,2024-09-13,3971,103,11.49,1029
212881651,洁玲,380ml,数量：6*价格：12.75,2025-06-01,1000,16,12.75,218
195115391,湖南德康堂,380ml,"数量：6*价格：11.85,数量：50*价格：11.75",2024-09-13,999,112,11.85,1512
246017179,药盛丰,380ml,数量：10*价格：11.9,2024-09-13,100,409,11.9,4913
226571019,康汇,380ml,"数量：6*价格：12.6,数量：18*价格：12.38",2025-08-25,90,750,12.6,8556
262441651,湖南德康堂,380ml,"数量：6*价格：11.85,数量：50*价格：11.7",2024-09-13,4821,21,11.85,179
263032708,利安堂,380ml,数量：6*价格：12.6,2025-08-04,4825,21,12.6,175
191987801,康汇,380ml,数量：6*价格：12.8,2025-09-23,60,217,12.8,2118
262441473,洁玲,380ml,数量：6*价格：11.49,2024-09-13,8341,12,11.49,98
259988609,洁玲,380ml,"数量：6*价格：11.7,数量：50*价格：11.59",2024-09-13,1000,4,11.7,36
259993435,洁玲,380ml,数量：6*价格：12.29,2025-06-05,5000,6,12.29,36
262441654,湖南德康堂,380ml,数量：6*价格：12.29,2025-06-05,4972,4,12.29,28
264991270,药店品种预约中心,380ml,数量：6*价格：11.0,2024-08-09,40,5,11.0,32
260403023,洁玲,380ml,数量：6*价格：11.49,2024-09-13,8341,7,11.49,114
216096163,湖南德康堂,380ml,数量：6*价格：12.29,2025-06-05,999,31,12.29,301
195461012,药店品种预约中心,380ml,数量：6*价格：12.3,2025-09-23,200,3,12.3,20
217207165,龙旭贸易,380ml,数量：6*价格：14.8,2024-11-01,486,3,14.8,14
247907867,洁玲,380ml,"数量：6*价格：11.7,数量：50*价格：11.6",2024-09-13,1000,10,11.7,138
198158759,湖南德康堂,380ml,数量：6*价格：12.29,2025-06-05,7077,300,12.29,2922
217689043,垚钰商贸,380ml,"数量：6*价格：13.5,数量：24*价格：11.88,数量：100*价格：11.68",2024-06-12,177,1,13.5,6
266991213,药店品种预约中心,380ml,数量：6*价格：11.5,2024-08-09,80,0,11.5,0
267137637,药盛丰,380ml,数量：20*价格：11.7,2024-09-13,100,0,11.7,0
266615539,湖南德康堂,380ml,"数量：6*价格：11.7,数量：50*价格：11.6",2024-05-03,7270,0,11.7,0
266629361,湖南德康堂,380ml,"数量：6*价格：11.8,数量：50*价格：11.6",2024-09-13,5000,0,11.8,0
260013264,湖南德康堂,380ml,"数量：6*价格：11.85,数量：50*价格：11.75",2024-09-13,5000,0,11.85,0
267237469,非凡贸易,380ml,数量：6*价格：11.9,2024-12-12,498,0,11.9,0
267237403,非凡贸易,380ml,数量：6*价格：11.9,2024-12-12,498,0,11.9,0
266128511,洁玲,380ml,数量：6*价格：12.29,2025-06-05,1000,0,12.29,0
260014993,湖南德康堂,380ml,数量：6*价格：12.29,2025-06-15,999,0,12.29,0
195115392,湖南德康堂,380ml,数量：6*价格：12.29,2025-06-05,9993,1,12.29,6
267141566,五行医药,380ml,数量：7*价格：12.38,2024-12-01,50,1,12.38,7
266195307,耀都云杉,380ml,数量：10*价格：12.38,2025-06-21,50,0,12.38,0
265633997,天福旗舰店,380ml,数量：7*价格：12.38,2024-12-01,50,0,12.38,0
