产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
271025488,药店品种预约中心,250mg*200粒,数量：2*价格：58.6,2025-09-02,6,114,58.6,333
270417345,药店品种预约中心,0.25g*200粒,数量：2*价格：56.4,2025-09-02,2,81,56.4,162
260216152,药店品种预约中心,250mg*200粒,数量：2*价格：59.18,2025-09-02,2,1318,59.18,2636
257428095,药店品种预约中心,250mg*200粒,数量：2*价格：59.1,2025-09-02,2,1153,59.1,2306
262492914,成毅旗舰店,50g(250mg*200粒),数量：3*价格：62.5,2025-08-16,3,55,62.5,165
271788460,药店品种预约中心,250mg*200粒,数量：2*价格：59.5,2025-09-02,5,2,59.5,10
229601192,山东零采医疗器械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,552,60.99,2298
223796031,新乾方,0.25g*200粒,数量：3*价格：62.8,2025-07-12,437,2609,62.8,10340
234615893,山东零采医疗器械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,231,60.99,952
267243285,大圣旗舰店,250mg*200粒,数量：3*价格：60.48,2025-06-06,6,77,60.48,401
262749320,药店品种预约中心,250mg*200粒,数量：2*价格：58.59,2025-06-08,2,247,58.59,494
271010375,健善坊,250mg*200粒,数量：3*价格：60.2,2025-08-05,5,67,60.2,242
257631778,金迈通,250mg*200粒,数量：3*价格：60.46,2025-08-13,5,52,60.46,194
202905548,药店品种预约中心,250mg*200粒,"数量：1*价格：66.5,数量：3*价格：61.5,数量：5*价格：60.5,数量：10*价格：60.2",2025-07-11,10,288,66.5,1203
229602404,红马医械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,401,60.99,1811
224295743,山东零采医疗器械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,28,60.99,111
264506245,药店品种预约中心,250mg*200粒,数量：2*价格：59.74,2025-09-02,2,62,59.74,124
250602430,国建医药,250mg*200粒,"数量：2*价格：64.0,数量：5*价格：63.0,数量：15*价格：61.5",2025-07-06,1063,31,64.0,385
215678521,广东森锐,50g(250mg*200粒),"数量：2*价格：60.5,数量：5*价格：60.2",2025-08-11,5,59,60.5,198
260181560,东莞锦华,250mg*200粒,"数量：3*价格：62.5,数量：5*价格：61.8",2025-09-01,9923,6,62.5,77
225004179,药店品种预约中心,0.25g*200粒,数量：2*价格：59.0,2025-06-08,2,31,59.0,62
250582411,国曜医药,0.25g*200粒,"数量：2*价格：64.0,数量：5*价格：63.0,数量：15*价格：61.5",2025-07-06,1063,275,64.0,1885
194485512,药店品种预约中心,250mg*200粒,数量：2*价格：59.16,2025-06-08,2,73,59.16,148
259218334,惠州民信堂,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-09-06,10,21,63.5,56
255987934,兰旗医疗,250mg/粒*200粒/瓶,"数量：1*价格：64.5,数量：5*价格：63.8,数量：10*价格：63.0,数量：12*价格：62.5",2025-04-27,4924,15,64.5,76
215551270,药店品种预约中心,250mg*200粒,数量：3*价格：60.47,2025-08-13,6,1427,60.47,3797
217676706,五行医药,250mg*200粒,数量：3*价格：63.99,2025-07-01,40,311,63.99,1396
265278408,药店品种预约中心,0.25g*200粒,"数量：1*价格：63.5,数量：2*价格：60.3,数量：4*价格：59.79",2025-09-02,4,22,63.5,57
224283107,红马医械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,235,60.99,826
265742425,药店品种预约中心,50g(250mg*200粒),数量：4*价格：59.2,2025-09-02,4,36,59.2,144
257275955,健善坊,50g(250mg*200粒),数量：3*价格：60.2,2025-08-05,5,9,60.2,29
264506250,药店品种预约中心,250mg*200粒,数量：2*价格：59.74,2025-09-02,2,38,59.74,76
183897104,养生阁,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-07-10,6,695,63.5,1380
216801339,药店品种预约中心,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-09-06,10,759,63.5,2362
230361958,红马医械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,23,60.99,104
257127137,药店品种预约中心,250mg*200粒,数量：2*价格：59.2,2025-09-02,2,304,59.2,608
195169961,药店品种预约中心,50g(250mg*200粒),数量：2*价格：59.2,2025-09-02,2,27,59.2,62
236864211,,0.25g*200粒,数量：5*价格：61.5,2025-07-12,1288,45,61.5,331
257138983,药店品种预约中心,250mg*200粒,数量：2*价格：59.1,2025-09-02,2,14,59.1,28
259115122,一本医疗,50g(250mg*200粒),数量：3*价格：64.78,2025-03-06,10,3,64.78,11
195149073,,250mg*200粒,数量：5*价格：63.84,2025-04-18,394,13,63.84,1074
228621079,山东零采医疗器械,250mg*200粒,"数量：1*价格：68.99,数量：3*价格：60.99",2025-07-13,10,21,68.99,35
112606850,五行医药,250mg*200粒,数量：5*价格：74.9,2025-07-01,40,40,74.9,377
260074334,福到鑫来,250mg*200粒,数量：3*价格：60.49,2025-07-11,3,23,60.49,69
255871322,山东零采医疗器械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,4,60.99,12
262341965,药店品种预约中心,50g(250mg*200粒),数量：2*价格：59.74,2025-09-02,2,18,59.74,36
271010374,健善坊,50g(250mg*200粒),数量：3*价格：60.2,2025-08-05,5,2,60.2,8
260216654,药店品种预约中心,250mg*200粒,数量：2*价格：60.2,2025-09-02,2,7,60.2,14
234263107,东莞东盈,250mg*200粒,"数量：1*价格：63.8,数量：2*价格：61.6,数量：5*价格：60.9,数量：72*价格：59.9",2025-06-22,72,69,63.8,181
257275954,健善坊,250mg*200粒,数量：3*价格：60.2,2025-08-05,5,2,60.2,6
215566167,药店品种预约中心,250mg*200粒,数量：3*价格：60.45,2025-08-13,6,99,60.45,287
267537450,鑫美康,50g(250mg*200粒),数量：2*价格：50.0,2024-08-06,11,1,50.0,4
267663989,药店品种预约中心,0.25g*200粒,数量：2*价格：59.29,2025-05-22,2,2,59.29,4
255897097,红马医械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,1,60.99,3
262494847,佳贝康,0.25g*200粒,数量：3*价格：61.0,2025-06-06,6,1,61.0,3
252877427,药店品种预约中心,50g(250mg*200粒),数量：3*价格：61.8,2025-06-02,3,51,61.8,165
215661536,大圣旗舰店,250mg*200粒,"数量：3*价格：61.8,数量：5*价格：61.3,数量：8*价格：61.0",2025-06-06,20,92,61.8,378
271436680,东莞市禾雨田生物科技,250mg*200粒,"数量：3*价格：62.5,数量：5*价格：61.8",2025-08-07,9997,1,62.5,3
258987584,浩天,50g(250mg*200粒)/盒,"数量：3*价格：62.5,数量：5*价格：62.0",2025-08-12,115,6,62.5,22
255967195,泓联器械,250mg*200粒,数量：2*价格：66.0,2025-06-20,45,1,66.0,3
