产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
250353199,哈医佰益,25g,"数量：10*价格：8.99,数量：40*价格：8.8,数量：60*价格：8.79,数量：100*价格：8.78",2025-09-01,400,482,8.99,8467
230587110,湖南德康堂,25g,"数量：10*价格：9.0,数量：40*价格：8.8",2025-08-24,2577,477,9.0,7422
237498216,腾朝医药旗舰店,25g,"数量：10*价格：3.3,数量：20*价格：2.99,数量：60*价格：2.5",2025-03-01,840,56,3.3,1240
246202749,美络康,25g,"数量：10*价格：9.1,数量：20*价格：9.08,数量：30*价格：9.05,数量：100*价格：8.99",2025-09-01,2296,15,9.1,170
237381305,东越星,25g,"数量：2*价格：4.8,数量：5*价格：3.99,数量：10*价格：3.5,数量：20*价格：2.5",2025-03-01,840,32,4.8,475
262435063,腾朝医药旗舰店,25g,"数量：10*价格：3.5,数量：20*价格：3.3,数量：40*价格：2.8",2025-03-01,840,2,3.5,50
218849922,君鑫生物,25g,"数量：10*价格：1.98,数量：20*价格：1.58,数量：100*价格：1.45",2025-07-25,600,11,1.98,120
195155170,南同堂,25g,数量：10*价格：5.6,2026-09-14,110,1,5.6,30
251670980,美络康,25g,"数量：10*价格：9.1,数量：20*价格：9.08,数量：30*价格：9.05,数量：100*价格：8.99",2025-09-01,2296,5,9.1,50
243875828,哈医佰益,25g,"数量：10*价格：8.99,数量：20*价格：8.9,数量：40*价格：8.78,数量：100*价格：8.76",2025-09-01,400,25,8.99,390
228235555,同瑞健,25g,数量：20*价格：9.45,2025-09-01,400,31,9.45,645
257609151,东越星,25g,"数量：10*价格：3.3,数量：20*价格：3.0,数量：40*价格：2.8",2025-03-01,840,1,3.3,10
230665920,药店品种预约中心,25g,数量：10*价格：10.5,2025-08-25,350,5,10.5,50
265469735,东越星,25g,"数量：10*价格：3.3,数量：20*价格：3.0,数量：40*价格：2.8",2025-03-01,840,0,3.3,0
262433800,东越星,25g,"数量：10*价格：3.3,数量：20*价格：3.0,数量：40*价格：2.8",2025-03-01,840,0,3.3,0
246994104,济雅搏堂,25g,"数量：10*价格：3.3,数量：20*价格：2.99,数量：60*价格：2.5",2025-03-01,840,0,3.3,0
265469587,腾朝医药旗舰店,25g,"数量：10*价格：3.5,数量：20*价格：3.3,数量：40*价格：2.8",2025-03-01,840,0,3.5,0
257609711,腾朝医药旗舰店,25g,"数量：10*价格：3.5,数量：20*价格：3.3,数量：40*价格：2.8",2025-03-01,840,1,3.5,40
237497472,腾朝医药旗舰店,25g,"数量：10*价格：3.8,数量：20*价格：3.5,数量：60*价格：3.3",2025-03-01,840,0,3.8,0
236273753,东越星,25g,"数量：10*价格：3.8,数量：20*价格：3.5",2025-03-01,840,0,3.8,0
237495221,腾朝医药旗舰店,25g,"数量：10*价格：3.88,数量：20*价格：3.5,数量：100*价格：3.3",2025-03-01,840,0,3.88,0
265223083,药店品种预约中心,25g,"数量：10*价格：3.99,数量：20*价格：3.5",2025-04-01,1000,0,3.99,0
262548629,药店品种预约中心,25g,"数量：10*价格：3.99,数量：20*价格：3.5",2025-04-01,1000,0,3.99,0
260152430,药店品种预约中心,25g,"数量：10*价格：3.99,数量：20*价格：3.5",2025-04-01,1000,0,3.99,0
237117276,卓弘,25g,"数量：10*价格：3.99,数量：20*价格：3.5",2025-04-01,1000,0,3.99,0
246995406,济雅搏堂,25g,"数量：2*价格：4.5,数量：10*价格：3.3,数量：20*价格：2.88,数量：60*价格：2.5",2025-03-01,840,1,4.5,10
237568994,腾朝医药旗舰店,25g,"数量：1*价格：5.0,数量：5*价格：3.88,数量：10*价格：3.5,数量：20*价格：3.3",2025-03-01,840,2,5.0,13
267185830,益方旗舰店,25g,数量：10*价格：5.2,2026-09-14,110,0,5.2,0
267161045,非药天下,25g,数量：10*价格：5.5,2026-09-14,30,0,5.5,0
267146392,康无忧,25g,数量：10*价格：5.5,2026-09-14,30,0,5.5,0
195153422,康无忧,25g,数量：10*价格：5.6,2026-09-14,110,0,5.6,0
195148799,益方旗舰店,25g,数量：10*价格：5.6,2026-09-14,110,0,5.6,0
195141650,非药天下,25g,数量：10*价格：5.6,2026-09-14,110,0,5.6,0
267168053,益方旗舰店,25g,数量：10*价格：5.62,2026-09-14,30,0,5.62,0
267149650,家有宝贝,25g,数量：10*价格：5.62,2026-09-14,30,0,5.62,0
267159816,南同堂,25g,数量：10*价格：5.78,2026-09-14,30,0,5.78,0
246993671,济雅搏堂,25g,"数量：1*价格：6.5,数量：5*价格：3.5,数量：10*价格：3.3,数量：20*价格：2.8",2025-03-01,840,0,6.5,0
248471804,洁玲,25g,数量：20*价格：8.8,2025-09-01,2279,0,8.8,0
266662178,美络康,25g,"数量：10*价格：9.1,数量：20*价格：9.08,数量：30*价格：9.05,数量：100*价格：8.99",2025-09-01,2296,0,9.1,0
252906604,昌信恒,25g,数量：40*价格：9.35,2025-09-01,400,0,9.35,0
228803477,益恩健,25g,数量：20*价格：9.49,2025-08-24,20,0,9.49,0
