产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
197714374,康百川,100片,数量：8*价格：5.39,2026-04-30,8,152,5.39,1105
195352710,壹佰益,100片,数量：10*价格：6.7,2026-02-28,10,459,6.7,8267
258411991,佛山诺康,100片,数量：10*价格：6.8,2026-08-31,30,66,6.8,1060
217814840,佳贝康,100片,"数量：20*价格：6.6,数量：40*价格：6.58",2026-01-18,40,227,6.6,5440
232976915,烨兴堂,100片,"数量：10*价格：6.8,数量：20*价格：6.6",2026-07-31,200,12,6.8,545
258951873,惠桢药业,100片,"数量：10*价格：6.7,数量：20*价格：6.6",2026-08-14,100,19,6.7,230
262108913,广州定嘉,100片,数量：6*价格：6.8,2026-05-31,6,17,6.8,102
259115098,一本医疗,100片,数量：10*价格：5.78,2026-02-28,100,10,5.78,185
198138619,海氏海诺,100片,数量：10*价格：6.2,2026-02-25,9573,53,6.2,427
262398192,深圳效诚,100片,"数量：10*价格：6.7,数量：20*价格：6.6",2026-08-20,100,4,6.7,50
166560961,辽汇医疗,100片,数量：20*价格：7.9,2026-03-31,347074,23,7.9,42554
259953358,东莞八贤堂,100片,"数量：6*价格：6.95,数量：10*价格：6.9,数量：30*价格：6.85,数量：50*价格：6.8",2026-06-30,100,166,6.95,2006
215163101,辽汇医疗,100片,数量：20*价格：7.9,2026-07-01,98628,37,7.9,1371
259879919,晨惠旗舰店,100片,"数量：10*价格：5.8,数量：20*价格：5.7,数量：100*价格：5.65",2026-02-01,2890,12,5.8,1040
175076174,一本医疗,100片,"数量：1*价格：9.99,数量：10*价格：6.8,数量：20*价格：6.6",2026-04-30,50,174,9.99,3186
193772404,定宏医疗,100片,数量：10*价格：6.7,2026-04-30,10,1595,6.7,15220
219741997,湖南美雅,100片,数量：20*价格：5.5,2026-02-28,100,25,5.5,540
236225753,惠州群梦医疗器械,100片,数量：26*价格：6.58,2026-04-20,100,35,6.58,1088
257466846,佛山一药旗舰店,100片,数量：10*价格：6.8,2026-08-31,100,17,6.8,300
256019088,满好医疗,100片,数量：18*价格：6.6,2026-08-31,100,16,6.6,340
246365159,福悦医药,100片,数量：8*价格：6.8,2026-08-31,8,260,6.8,2080
260055140,广州源海,100片,"数量：10*价格：6.8,数量：20*价格：6.68",2026-01-01,4640,9,6.8,360
194446162,肯爱大健康,100片,数量：10*价格：6.8,2026-07-31,1000,52,6.8,745
258810273,惠仁医药,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-15,100,3,5.7,240
257127393,同瑞健,100片,"数量：10*价格：5.79,数量：20*价格：5.69,数量：100*价格：5.64",2026-03-31,9438,11,5.79,165
232987967,烨兴堂,100片,"数量：10*价格：6.8,数量：20*价格：6.6",2026-07-31,200,3,6.8,150
223959417,叶丰源,100片,"数量：10*价格：6.8,数量：100*价格：6.75",2026-08-31,2000,6,6.8,356
258810271,惠仁医药,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-15,100,1,5.7,100
258487992,众诚医药,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-15,100,1,5.7,100
234744353,惠桢药业,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-15,10,4,5.7,220
217114936,惠仁医药,100片,"数量：10*价格：5.7,数量：20*价格：5.5",2026-04-30,100,3,5.7,130
203764422,成都诚美,100片,数量：20*价格：6.8,2026-07-31,1857,8,6.8,740
158581863,慈康医疗,100片,数量：10*价格：7.9,2025-07-01,999,596,7.9,6855
247679524,奇盾旗舰店,100片,数量：12*价格：6.8,2026-06-03,12,47,6.8,591
213753922,总健,100片,"数量：1*价格：7.5,数量：10*价格：6.7,数量：20*价格：6.6",2026-06-30,20,232,7.5,2748
256185486,贵州中弘福药业,100片,数量：30*价格：6.69,2026-08-09,315,5,6.69,150
