产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
226495471,紫芊,3只,"数量：6*价格：11.5,数量：12*价格：11.2,数量：24*价格：10.99",2028-04-30,2394,256,11.5,3968
194425719,鲁鸿医疗,3只,"数量：6*价格：11.5,数量：12*价格：11.2,数量：24*价格：10.99",2027-02,72,361,11.5,4643
258902265,美络康,3只,"数量：10*价格：11.5,数量：24*价格：11.3,数量：48*价格：10.95",2028-04-30,2418,13,11.5,325
265360718,普宁永祥,3只,数量：24*价格：10.85,2028-07-30,154,7,10.85,266
245888002,普宁永祥,3只,"数量：6*价格：11.88,数量：12*价格：11.24,数量：24*价格：10.85",2028-07-30,154,15,11.88,604
194542514,洁玲,3只,数量：12*价格：10.98,2028-04-30,1000,81,10.98,1521
209224873,恒源医疗,3只,"数量：6*价格：11.6,数量：12*价格：11.5,数量：24*价格：10.99",2028-04-30,48,11,11.6,138
230169703,武汉锦俊凯,3只,数量：24*价格：11.2,2028-08-01,7665,6,11.2,180
257440665,恒源医疗,3只,"数量：12*价格：11.5,数量：24*价格：11.2",2028-04-30,24,6,11.5,84
226564203,惠州康华,3只,数量：10*价格：11.2,2028-02-28,682,13,11.2,192
262489777,美东盈,3只,"数量：6*价格：13.9,数量：12*价格：13.48,数量：24*价格：12.98,数量：48*价格：12.69",2028-07-31,690,1,13.9,48
256152922,楚康通,3只,数量：10*价格：13.2,2028-03-31,403,5,13.2,50
259906302,湖南德康堂,3只,"数量：12*价格：11.1,数量：32*价格：10.9",2027-02-28,1682,18,11.1,428
260553283,成都墨芑,3只,数量：6*价格：11.9,2028-05-31,608,11,11.9,59
216252357,鲁鸿医疗,3只,"数量：12*价格：11.15,数量：24*价格：10.99",2028-03,200,24,11.15,468
18864978,采药易,3只,"数量：8*价格：13.92,数量：12*价格：13.52,数量：18*价格：13.12",2027-06-30,947,2407,13.92,154575
17295823,帝豪旗舰店,3只,"数量：8*价格：13.92,数量：12*价格：13.52,数量：18*价格：13.12",2028-04-30,1000,2407,13.92,154575
263157474,湖南德康堂,3只,"数量：12*价格：11.1,数量：32*价格：10.9",2027-02-28,1682,5,11.1,118
150460120,杜蕾斯共谐店,3只,数量：10*价格：2.0,2027-11-30,140,6,2.0,70
257137874,普宁永祥,3只,数量：6*价格：11.88,2028-07-30,154,2,11.88,10
196643307,紫芊,3只,数量：6*价格：11.3,2028-04-30,2394,4,11.3,29
259850103,鲁鸿医疗,3只,"数量：6*价格：11.5,数量：12*价格：11.3,数量：24*价格：10.99",2027-02,96,3,11.5,108
264493879,四川宜初霁,3只,数量：6*价格：13.83,2028-08-31,5000,1,13.83,6
264493876,四川宜初霁,3只,数量：6*价格：14.36,2028-03-31,5000,1,14.36,6
176954907,惠州恒邦,3只,数量：5*价格：14.95,2028-03-30,44,1,14.95,5
147727858,美好印象,3只,数量：6*价格：18.5,2028-02-01,39,1,18.5,3
179729216,立成医疗,3只,数量：6*价格：12.9,2027-11-01,728,4,12.9,14
115920867,杜蕾斯,3只,数量：20*价格：1.5,2027-08,138,25,1.5,550
115810828,杜蕾斯共谐店,3只,数量：20*价格：1.5,2027-08,324,32,1.5,800
150582302,杜蕾斯,3只,数量：10*价格：2.0,2027-12-31,114,2,2.0,20
150577338,杜蕾斯,3只,数量：10*价格：2.0,2027-11-30,63,0,2.0,0
150482413,杜蕾斯共谐店,3只,数量：10*价格：2.0,2027-12-31,120,8,2.0,90
150466490,杜蕾斯共谐店,3只,数量：10*价格：2.0,2027-12-31,260,0,2.0,0
128142453,杜蕾斯共谐店,3只,数量：10*价格：2.5,2026-06-30,1200,0,2.5,0
128123538,杜蕾斯,3只,数量：20*价格：3.0,2026-04-30,1200,0,3.0,0
116059887,杜蕾斯,3只,数量：8*价格：3.5,2027-09,149,0,3.5,0
118099736,杜蕾斯共谐店,3只,数量：10*价格：5.0,2027-03-31,1019,14,5.0,172
118097018,杜蕾斯共谐店,3只,数量：10*价格：5.0,2027-03-30,776,0,5.0,0
118027704,杜蕾斯,3只,数量：10*价格：5.0,2026-09-09,1200,0,5.0,0
118016530,杜蕾斯,3只,数量：10*价格：5.0,2028-01-31,328,6,5.0,70
209973347,杜蕾斯共谐店,3只,数量：5*价格：6.0,2027-11-30,145,4,6.0,30
118061868,杜蕾斯,3只,数量：8*价格：6.0,2027-12-31,34,0,6.0,0
157208140,心泰医疗,3只,数量：24*价格：6.17,2027-05-28,608,0,6.17,0
247400118,东莞市美东食品商贸,3只,数量：12*价格：6.48,2028-08-31,5000,0,6.48,0
