产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
271654246,鑫美康,70mm*20mm*20片,数量：20*价格：1.97,2026-08-31,20,126,1.97,2520
219875596,鑫美康,20片/盒,数量：30*价格：1.98,2026-08-31,30,536,1.98,15975
116670279,满好医疗,20片/盒,数量：30*价格：2.06,2026-08-31,400,4626,2.06,158892
250425714,葵之花,20片,数量：20*价格：2.05,2026-07-31,50,367,2.05,8993
256875889,葵之花,20片,数量：20*价格：2.05,2026-07-31,50,23,2.05,670
216887227,广东正医药业,20片,数量：5*价格：2.0,2026-03-31,5,362,2.0,1810
272371204,佛山小羚羊,20片,数量：30*价格：2.08,2026-06-30,50,3,2.08,120
215681870,佛山诺康,20片,数量：30*价格：2.18,2026-08-31,50,559,2.18,15286
262498081,四之佳,20片,"数量：30*价格：2.1,数量：60*价格：2.08",2026-08-19,60,89,2.1,3320
213210301,亿丰旭,70mm*20mm*20片,数量：20*价格：2.05,2026-01-31,20,291,2.05,5830
122552774,满好医疗,20片/盒,数量：60*价格：2.04,2026-08-31,400,3317,2.04,234770
224342013,总健,20片/盒,数量：30*价格：2.15,2026-08-31,70,4211,2.15,128818
194597801,药店品种预约中心,70mm*20mm*20片,数量：100*价格：1.98,2025-05-01,400,379,1.98,43830
264198627,药店品种预约中心,20片,数量：30*价格：2.06,2026-08-31,400,47,2.06,1720
260213577,亿丰旭,70mm*20mm*20片,数量：20*价格：2.05,2026-01-31,20,38,2.05,760
259802430,诗芭克,70mm*20mm*20片,数量：30*价格：2.02,2026-07-31,30,22,2.02,660
257128803,云药采,70mm*20mm*20片,数量：20*价格：2.08,2026-07-31,135,4,2.08,560
263564950,安徽绅养道健康科技,20片,数量：10*价格：20.2,2025-01-29,10,34,20.2,555
234838732,械字号,20片装,数量：30*价格：2.05,2026-09-01,100,187,2.05,7190
211501586,卓达医疗,20片,"数量：50*价格：2.15,数量：60*价格：2.1,数量：100*价格：2.05",2026-07-23,200,7,2.15,670
244730011,广州生泰医疗器械,70mm*20mm*20片/盒,数量：20*价格：2.05,2026-07-31,50,55,2.05,1095
259389156,喜乐堂,20片,"数量：10*价格：2.09,数量：20*价格：2.05",2026-08-17,20,19,2.09,285
257016514,金俊祥,70mm*20mm*20片,数量：30*价格：2.25,2026-08-31,5623,123,2.25,3991
202381350,广州械师帮医疗科技,20片/盒,数量：20*价格：2.1,2025-08-01,20,68,2.1,1325
233030787,广州一药,70mm*20mm*20片,数量：30*价格：2.18,2026-08-31,50,320,2.18,1081
185923570,深圳畅优, 70mm*20mm*20片,数量：20*价格：2.08,2026-07-31,20,4,2.08,100
241406960,广州生泰医疗器械,70mm*20mm*20片/盒,数量：20*价格：2.1,2026-07-31,20,531,2.1,11000
252814452,养正坊,70mm*20mm*20片,数量：1*价格：1.69,2026-03-25,0,285,1.69,399
256179140,贵州中弘福药业,20片,数量：40*价格：2.25,2026-08-22,5424,4,2.25,210
208774733,佳贝康,70mm*20mm*20片,"数量：30*价格：2.1,数量：60*价格：2.08",2026-08-19,60,77,2.1,3040
260759786,东莞八贤堂,70mm*20mm*20片,"数量：20*价格：2.13,数量：30*价格：2.08",2026-07-31,36745,5,2.13,140
261690143,暖心堂,20片,数量：10*价格：2.09,2026-08-17,20,5,2.09,60
234828753,杏湾医疗,70mm*20mm*20片,"数量：30*价格：2.1,数量：50*价格：2.0",2025-06-20,850,3,2.1,150
220815543,佛山小羚羊,20片,数量：30*价格：2.18,2026-04-30,50,16,2.18,700
260772005,武汉新杰,20片,数量：20*价格：2.3,2026-08-01,9030,33,2.3,2070
236219615,惠州民信堂,20片,数量：30*价格：2.4,2026-07-11,800,12,2.4,1640
169799279,联存大健康,20片/盒,数量：20*价格：2.4,2025-07-04,200,4,2.4,130
265375454,安徽一帆生物科技,20片,数量：10*价格：2.3,2026-08-01,100,20,2.3,100
228728884,广州定嘉,20片/盒,数量：20*价格：2.15,2025-08-01,20,1646,2.15,32857
202837963,海洋康晨, 70mm*20mm*20片,数量：30*价格：2.06,2026-07-31,30,2896,2.06,88268
232618928,慷济医疗,20片,数量：30*价格：2.07,2026-08-01,30,456,2.07,14310
232617251,晨惠旗舰店,20片,数量：30*价格：2.08,2026-08-01,30,59,2.08,2290
243080146,总健,70mm*20mm*20片,数量：30*价格：2.15,2026-07-31,70,4,2.15,140
228142522,佛山一药旗舰店,20片,数量：30*价格：2.18,2026-07-31,100,3,2.18,130
266610018,晨惠旗舰店,70mm*20mm*20片,数量：30*价格：2.19,2026-08-01,400,1,2.19,30
267301864,奇盾旗舰店,20片/盒,数量：30*价格：2.2,2026-07-11,1970,1,2.2,30
261935299,成都诚美,70mm*20mm*20片,数量：30*价格：2.2,2026-09-30,3445,1,2.2,30
259174824,一本医疗,20片,数量：30*价格：2.2,2026-07-31,50,416,2.2,14487
254790003,一本医疗,70mm*20mm*20片,数量：30*价格：2.2,2026-02-28,50,115,2.2,4000
194136116,药店品种预约中心,20片,"数量：20*价格：2.2,数量：50*价格：2.15",2026-07-11,330,18,2.2,670
257033021,俏中原,70mm*20mm*20片,数量：30*价格：2.25,2026-08-31,5623,1,2.25,30
262560089,甜心医药,20片,数量：30*价格：2.4,2028-08-01,470,1,2.4,30
259908790,云泰医药（广东）,20片/盒,数量：20*价格：2.4,2026-07-11,81767,5,2.4,200
251347942,惠州群梦医疗器械,20片/盒,数量：60*价格：2.05,2026-08-31,500,2,2.05,40
197918520,东莞八贤堂,70mm*20mm*20片,数量：20*价格：2.05,2026-07-31,20,2,2.05,40
259349983,广东大畅,20片,数量：20*价格：2.08,2025-10-31,100,5,2.08,340
259946452,广州定嘉,20片/盒,数量：20*价格：2.15,2025-08-01,20,8,2.15,150
267236677,利安堂,20片,数量：30*价格：2.2,2026-08-30,5000,1,2.2,30
268365563,康普医疗器械旗舰店,20片/盒,数量：20*价格：2.3,2026-06-30,979,1,2.3,20
257684006,正邦贸易,20片/盒,数量：20*价格：2.4,2026-08-02,612,1,2.4,20
