产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
223959417,叶丰源,70mm*20mm*100片,"数量：10*价格：6.8,数量：100*价格：6.75",2026-08-31,2000,86,6.8,2628
193772404,定宏医疗,100片/盒,数量：10*价格：6.7,2026-04-30,10,1929,6.7,18531
267671423,河南旭贞,100片/盒,数量：1000*价格：0.08,2026-06-30,97000,3,0.08,3000
133391428,叶丰源,70*20mm*100片,数量：10*价格：6.8,2026-08-31,8000,217,6.8,2699
257127393,同瑞健,100片,"数量：10*价格：5.89,数量：20*价格：5.85,数量：100*价格：5.78",2026-03-31,6910,139,5.89,2585
217811762,慷济医疗,70mm*20mm*100片,数量：20*价格：6.69,2026-01-01,20,760,6.69,16220
199458662,希尔康,70mm*20mm*100片,"数量：10*价格：7.6,数量：20*价格：7.5,数量：40*价格：7.3,数量：100*价格：7.1",2026-09-01,100,18,7.6,1640
217814840,佳贝康,100片,数量：20*价格：6.68,2026-02-17,30,363,6.68,8540
230711967,总健,100片,"数量：10*价格：6.8,数量：20*价格：6.7",2026-05-06,20,134,6.8,1846
267246237,利安堂,70mm*20mm*100片,数量：10*价格：6.88,2026-08-31,3770,69,6.88,1230
226132995,江西省战狼商贸,100片,数量：10*价格：6.8,2026-06-11,20,145,6.8,1670
260055140,广州源海,100片,"数量：10*价格：6.8,数量：20*价格：6.68",2026-01-01,3875,43,6.8,1125
175076174,一本医疗,70mm*20mm*100片,"数量：1*价格：9.99,数量：10*价格：6.88",2026-05-31,50,220,9.99,4121
260552799,东莞八贤堂,100片,数量：6*价格：7.15,2026-06-30,30,58,7.15,527
256019088,满好医疗,100片/盒,数量：18*价格：6.6,2026-08-31,100,45,6.6,930
235133436,红马医械,100片/盒,数量：20*价格：6.67,2026-07-31,1260,32,6.67,508
226479699,瑞恩医疗,70mm*23mm*100片,数量：15*价格：5.99,2026-02-28,6303,30,5.99,6610
246305302,红马医械,100片/盒,数量：80*价格：6.63,2026-07-31,1260,1,6.63,300
266729258,希尔康,100片,"数量：10*价格：7.6,数量：20*价格：7.5,数量：40*价格：7.3,数量：100*价格：7.1",2026-09-01,100,6,7.6,300
158581863,慈康医疗,100片/盒,数量：10*价格：7.9,2026-02-01,999,634,7.9,7329
259953358,东莞八贤堂,100片,"数量：6*价格：7.15,数量：10*价格：7.1,数量：30*价格：7.05,数量：50*价格：7.0",2026-06-30,100,235,7.15,2641
222964204,烨兴堂,100片,数量：10*价格：5.82,2026-04-30,488,26,5.82,485
197714374,康百川,100片/盒,数量：8*价格：5.29,2026-04-30,8,220,5.29,1727
246647916,慷之旗舰店,70mm*20mm*100片,"数量：10*价格：5.2,数量：20*价格：4.7,数量：50*价格：4.5,数量：100*价格：4.3",2024-02-29,200,7,5.2,315
195352710,壹佰益,每盒装100片,数量：10*价格：6.8,2026-01-31,10,551,6.8,9155
195236748,深圳亿乐康,70mm*23mm*100片,数量：10*价格：5.8,2026-04-30,1000,3,5.8,220
258411991,佛山诺康,100片,数量：10*价格：6.98,2026-07-31,30,89,6.98,1310
215486679,日照雅岚, 70mm*23mm*100片,数量：20*价格：6.2,2026-04-22,100,21,6.2,521
209560619,恒生医疗,70mm*20mm*100片,数量：20*价格：7.2,2025-12-31,100000,28,7.2,573
258850113,天翊健康,72mm*20mm*100片,"数量：10*价格：6.5,数量：20*价格：6.3",2026-02-28,320,7,6.5,680
262108920,广州定嘉,70mm*23mm*100片,数量：10*价格：5.88,2026-03-01,12,30,5.88,230
195296235,同瑞健,70mm*20mm*100片,数量：10*价格：6.99,2026-01-31,10,234,6.99,2340
258607653,日照雅岚,70mm*23mm*100片,"数量：10*价格：6.4,数量：20*价格：6.2",2026-04-22,100,21,6.4,720
258487992,众诚医药,70mm*23mm*100片,"数量：10*价格：6.4,数量：20*价格：6.2",2026-04-15,100,3,6.4,230
273217659,佛山小羚羊,100片,数量：10*价格：6.8,2026-07-31,1097,4,6.8,130
274363701,央拓医药,70mm*20mm*100片,数量：30*价格：6.55,2026-07-31,300,3,6.55,110
213753908,总健,100片,"数量：1*价格：7.5,数量：10*价格：6.8,数量：20*价格：6.7",2026-06-30,20,26,7.5,354
258740028,湖南美雅,70mm*23mm*100片,"数量：10*价格：6.4,数量：20*价格：6.2",2026-04-22,100,7,6.4,530
133340931,药店品种预约中心,100片,数量：100*价格：6.69,2025-06-30,5000,142,6.69,4510
274502348,采药易,100片,数量：20*价格：6.95,2026-08-31,200,1,6.95,100
208718141,惠桢药业,100片,数量：10*价格：6.4,2026-04-15,100,107,6.4,1347
198138619,海氏海诺,100片/盒,数量：10*价格：6.2,2026-02-25,9440,68,6.2,560
188731750,晨惠旗舰店,100片,数量：20*价格：6.75,2026-02-01,420,9,6.75,280
219356596,华药天康,100片,"数量：10*价格：6.98,数量：20*价格：6.88,数量：30*价格：6.65",2026-06-30,30,6,6.98,120
215586643,仁信,100片,数量：25*价格：6.8,2026-04-30,2163,5,6.8,155
194446162,肯爱大健康,100片,数量：10*价格：6.8,2026-02-28,1000,63,6.8,860
256759116,榭华医疗,70mm*20mm*100片,数量：20*价格：7.8,2026-04-30,128,1,7.8,50
198138353,广州定嘉,100片/盒,数量：10*价格：5.8,2026-02-25,200,16,5.8,79
267263751,樟树市永盛商贸,100片,数量：10*价格：7.0,2026-09-01,4746,9,7.0,105
169243859,为诚医疗,100片,数量：10*价格：6.99,2026-03-02,5652,48,6.99,348
185380019,嘉之源,100片/盒,数量：10*价格：6.2,2025-04-30,100,7,6.2,71
205812610,慷济医疗,70mm*20mm*100片,数量：20*价格：6.68,2026-01-01,20,8,6.68,140
