产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
255995975,乐途,215g,"数量：6*价格：20.8,数量：12*价格：20.78",2026-08-09,24,74,20.8,984
210783432,志晨医药,215g,数量：9*价格：22.69,2026-09-22,477,1401,22.69,18460
216319793,洁玲,215g,数量：6*价格：20.89,2026-10-02,1000,340,20.89,6270
265345942,金东药城,215g,数量：6*价格：21.6,2026-06-12,48,14,21.6,220
220681251,江门永亮,215g,数量：6*价格：20.6,2026-08-08,6,811,20.6,5058
242918926,江门永亮,215g,数量：6*价格：20.6,2026-08-09,6,35,20.6,210
259910950,洁玲,215g,数量：6*价格：20.89,2026-10-02,1000,11,20.89,156
215638315,壹佰益,215g,数量：6*价格：22.55,2026-08-29,6,172,22.55,1108
262442385,洁玲,215g,数量：6*价格：20.9,2026-10-02,9970,125,20.9,1616
208159581,立成医疗,215g,数量：6*价格：22.98,2026-07-14,122,22,22.98,302
255111662,天福旗舰店,215g,数量：3*价格：24.8,2026-04-01,200,18,24.8,142
234825252,非药汇,215g,数量：4*价格：23.8,2026-08-29,1084,8,23.8,33
257056386,翔发,215g,数量：6*价格：22.8,2025-11-30,125,1,22.8,420
259906304,湖南德康堂,215g,"数量：6*价格：21.9,数量：48*价格：21.5",2026-02-28,15009,7,21.9,186
192045032,要快乐,215g,数量：6*价格：23.8,2026-10-13,894,324,23.8,2877
252943694,志文旗舰店,215g,数量：9*价格：22.69,2026-08-31,177,14,22.69,192
200242640,同瑞健,215g,数量：10*价格：22.65,2026-08-29,10,1111,22.65,9310
200739992,湖北惠源,215g,数量：12*价格：22.3,2026-10-05,40,24,22.3,471
260391567,非药汇,215g,数量：4*价格：24.0,2026-08-29,1084,3,24.0,86
259754439,蒙特生物,215g,数量：6*价格：24.8,2026-07-04,88,9,24.8,72
230665730,湖南凡康,215g,数量：9*价格：22.5,2026-07-18,90,31,22.5,420
240406190,金东药城,215g,数量：6*价格：21.9,2026-06-12,48,75,21.9,1014
265163599,鑫创源,215g,数量：9*价格：21.6,2026-06-12,90,6,21.6,54
194153244,东莞东盈,215g,"数量：3*价格：23.9,数量：6*价格：23.48,数量：12*价格：22.98,数量：24*价格：22.48",2025-11-29,400,2,23.9,52
252938615,志晨医药,215g,数量：9*价格：22.9,2026-09-22,2766,4,22.9,51
201178424,同瑞健,215g,数量：6*价格：22.98,2026-08-29,12,9,22.98,84
230267343,昌信恒,215g,数量：6*价格：23.45,2026-08-29,6,16,23.45,96
208781555,同瑞健,215g,数量：6*价格：22.45,2026-08-29,2008,14,22.45,185
233516619,五行医药,215g,数量：3*价格：24.8,2026-07-01,200,78,24.8,525
255896507,紫芊,215g,"数量：6*价格：23.9,数量：12*价格：23.5",2026-09-22,132,1,23.9,30
173114807,鲁鸿医疗,215g,"数量：1*价格：26.5,数量：6*价格：23.8,数量：12*价格：23.2",2025-03,60,6,26.5,64
198132989,壹佰益,215g,数量：6*价格：22.98,2026-08-29,2036,7,22.98,84
194668169,壹佰益,215g,数量：6*价格：22.98,2026-08-29,2034,13,22.98,96
229204542,蒙特生物,215g,数量：6*价格：24.8,2026-07-04,9777,27,24.8,222
262444401,湖南德康堂,215g,"数量：6*价格：21.9,数量：48*价格：21.5",2026-02-28,15009,3,21.9,32
265080823,蒙特生物,215g,数量：6*价格：24.8,2026-07-04,88,1,24.8,10
217874980,鑫创源,215g,数量：9*价格：21.3,2026-06-12,9,351,21.3,3162
259946786,晨文医药,215g,数量：9*价格：22.69,2026-09-22,468,1,22.69,9
210322273,乐途,215g,数量：6*价格：20.8,2026-04-09,6,301,20.8,2447
266518558,乐途,215g,"数量：6*价格：20.9,数量：12*价格：20.88",2026-08-09,24,0,20.9,0
194542508,洁玲,215g,数量：6*价格：20.98,2026-10-02,1000,39,20.98,591
266637723,湖南德康堂,215g,"数量：6*价格：21.9,数量：48*价格：21.5",2026-02-28,15009,0,21.9,0
263157477,湖南德康堂,215g,"数量：6*价格：21.9,数量：48*价格：21.5",2026-02-28,15009,0,21.9,0
216308407,湖南德康堂,215g,"数量：6*价格：21.9,数量：24*价格：21.8,数量：48*价格：21.5",2026-07-01,9923,7,21.9,76
195116200,湖南德康堂,215g,"数量：6*价格：21.9,数量：24*价格：21.8,数量：48*价格：21.5",2026-05-01,6929,155,21.9,3070
266128498,洁玲,215g,"数量：9*价格：22.0,数量：18*价格：21.99,数量：24*价格：21.98,数量：48*价格：21.81",2026-10-02,1000,0,22.0,0
194718488,鑫创源,215g,数量：9*价格：22.3,2026-06-12,666,0,22.3,0
163181870,乐进旗舰店,215g,数量：12*价格：22.3,2026-08-10,493,86,22.3,1435
265353770,乐进旗舰店,215g,数量：12*价格：22.4,2026-08-10,493,0,22.4,0
208335221,壹佰益,215g,数量：12*价格：22.45,2026-08-29,996,30,22.45,342
266947820,晋实惠,215g,数量：12*价格：22.48,2026-02-17,48,0,22.48,0
196238050,晋实惠,215g,数量：12*价格：22.48,2026-02-17,48,1,22.48,48
267219018,恒曦康,215g,数量：14*价格：22.5,2026-09-25,851,0,22.5,0
265358330,药中缘,215g,数量：9*价格：22.51,2026-08-16,130,0,22.51,0
265691921,壹佰益,215g,数量：12*价格：22.55,2026-08-29,2034,0,22.55,0
267635396,哈医佰益,215g,数量：9*价格：22.6,2026-08-14,722,0,22.6,0
267462967,哈医佰益,215g,数量：9*价格：22.6,2026-08-14,722,0,22.6,0
