产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
217811762,慷济医疗,70mm*20mm*100片,数量：20*价格：6.69,2026-01-01,20,749,6.69,16000
260055140,广州源海,100片,"数量：10*价格：6.8,数量：20*价格：6.68",2026-01-01,3995,37,6.8,1005
193772404,定宏医疗,100片/盒,数量：10*价格：6.7,2026-04-30,10,1910,6.7,18346
257127393,同瑞健,100片,"数量：10*价格：5.89,数量：20*价格：5.85,数量：100*价格：5.78",2026-03-31,7020,130,5.89,2475
259879919,晨惠旗舰店,70mm*23mm*100片,"数量：10*价格：5.8,数量：20*价格：5.7,数量：100*价格：5.69",2026-02-01,220,23,5.8,3430
217814840,佳贝康,100片,数量：20*价格：6.68,2026-02-17,30,353,6.68,8320
230711967,总健,100片,"数量：10*价格：6.8,数量：20*价格：6.7",2026-05-06,20,127,6.8,1776
223959417,叶丰源,70mm*20mm*100片,"数量：10*价格：6.8,数量：100*价格：6.75",2026-08-31,2000,70,6.8,1968
158581863,慈康医疗,100片/盒,数量：10*价格：7.9,2026-02-01,999,632,7.9,7309
222964204,烨兴堂,100片,数量：10*价格：5.82,2026-04-30,498,25,5.82,465
197714374,康百川,100片/盒,数量：8*价格：5.29,2026-04-30,8,217,5.29,1703
267671423,河南旭贞,100片/盒,数量：1000*价格：0.08,2026-06-30,97000,3,0.08,3000
133391428,叶丰源,70*20mm*100片,数量：10*价格：6.8,2026-08-31,8000,213,6.8,2629
199458662,希尔康,70mm*20mm*100片,"数量：10*价格：7.6,数量：20*价格：7.5,数量：40*价格：7.3,数量：100*价格：7.1",2026-09-01,100,18,7.6,1640
267246237,利安堂,70mm*20mm*100片,数量：10*价格：6.88,2026-08-31,3820,65,6.88,1180
226132995,江西省战狼商贸,100片,数量：10*价格：6.8,2026-06-11,20,144,6.8,1660
175076174,一本医疗,70mm*20mm*100片,"数量：1*价格：9.99,数量：10*价格：6.88",2026-05-31,50,220,9.99,4121
260552799,东莞八贤堂,100片,数量：6*价格：7.15,2026-06-30,30,58,7.15,527
256019088,满好医疗,100片/盒,数量：18*价格：6.6,2026-08-31,100,42,6.6,874
235133436,红马医械,100片/盒,数量：20*价格：6.67,2026-07-31,1429,30,6.67,483
226479699,瑞恩医疗,70mm*23mm*100片,数量：15*价格：5.99,2026-02-28,6303,30,5.99,6610
246305302,红马医械,100片/盒,数量：80*价格：6.63,2026-07-31,1429,1,6.63,300
266729258,希尔康,100片,"数量：10*价格：7.6,数量：20*价格：7.5,数量：40*价格：7.3,数量：100*价格：7.1",2026-09-01,100,6,7.6,300
259953358,东莞八贤堂,100片,"数量：6*价格：7.15,数量：10*价格：7.1,数量：30*价格：7.05,数量：50*价格：7.0",2026-06-30,100,235,7.15,2641
246647916,慷之旗舰店,70mm*20mm*100片,"数量：10*价格：5.2,数量：20*价格：4.7,数量：50*价格：4.5,数量：100*价格：4.3",2024-02-29,200,7,5.2,315
195352710,壹佰益,每盒装100片,数量：10*价格：6.8,2026-01-31,10,551,6.8,9155
195236748,深圳亿乐康,70mm*23mm*100片,数量：10*价格：5.8,2026-04-30,1000,3,5.8,220
258411991,佛山诺康,100片,数量：10*价格：6.98,2026-07-31,30,89,6.98,1310
215486679,日照雅岚, 70mm*23mm*100片,数量：20*价格：6.2,2026-04-22,100,21,6.2,521
209560619,恒生医疗,70mm*20mm*100片,数量：20*价格：7.2,2025-12-31,100000,27,7.2,571
262108920,广州定嘉,70mm*23mm*100片,数量：10*价格：5.88,2026-03-01,12,26,5.88,190
195296235,同瑞健,70mm*20mm*100片,数量：10*价格：6.99,2026-01-31,10,234,6.99,2340
258607653,日照雅岚,70mm*23mm*100片,"数量：10*价格：6.4,数量：20*价格：6.2",2026-04-22,100,21,6.4,720
258487992,众诚医药,70mm*23mm*100片,"数量：10*价格：6.4,数量：20*价格：6.2",2026-04-15,100,3,6.4,230
213753908,总健,100片,"数量：1*价格：7.5,数量：10*价格：6.8,数量：20*价格：6.7",2026-06-30,20,25,7.5,349
258810273,惠仁医药,70mm*23mm*100片,"数量：10*价格：6.4,数量：20*价格：6.2",2026-04-22,100,5,6.4,350
258810271,惠仁医药,70mm*23mm*100片,"数量：10*价格：6.4,数量：20*价格：6.2",2026-04-22,100,2,6.4,200
258740028,湖南美雅,70mm*23mm*100片,"数量：10*价格：6.4,数量：20*价格：6.2",2026-04-22,100,7,6.4,530
133340931,药店品种预约中心,100片,数量：100*价格：6.69,2025-06-30,5000,142,6.69,4510
208718141,惠桢药业,100片,数量：10*价格：6.4,2026-04-15,100,107,6.4,1347
198138619,海氏海诺,100片/盒,数量：10*价格：6.2,2026-02-25,9440,68,6.2,560
188731750,晨惠旗舰店,100片,数量：20*价格：6.75,2026-02-01,430,9,6.75,280
219356596,华药天康,100片,"数量：10*价格：6.98,数量：20*价格：6.88,数量：30*价格：6.65",2026-06-30,30,6,6.98,120
215586643,仁信,100片,数量：25*价格：6.8,2026-04-30,2213,4,6.8,130
194446162,肯爱大健康,100片,数量：10*价格：6.8,2026-02-28,1000,62,6.8,850
256759116,榭华医疗,70mm*20mm*100片,数量：20*价格：7.8,2026-04-30,128,1,7.8,50
198138353,广州定嘉,100片/盒,数量：10*价格：5.8,2026-02-25,200,16,5.8,79
267263751,樟树市永盛商贸,100片,数量：10*价格：7.0,2026-09-01,4746,9,7.0,105
169243859,为诚医疗,100片,数量：10*价格：6.99,2026-03-02,5652,48,6.99,348
185380019,嘉之源,100片/盒,数量：10*价格：6.2,2025-04-30,100,6,6.2,61
205812610,慷济医疗,70mm*20mm*100片,数量：20*价格：6.68,2026-01-01,20,7,6.68,120
257455365,田苗旗舰店,100片,数量：10*价格：6.9,2026-04-01,999959,4,6.9,40
196042503,云旭旗舰店,100片,数量：20*价格：7.3,2026-04-28,99939,3,7.3,60
213753922,总健,100片,"数量：1*价格：7.5,数量：10*价格：6.8,数量：20*价格：6.7",2026-06-30,20,239,7.5,2826
257139203,同瑞健,70mm*20mm*100片,数量：10*价格：6.8,2026-01-31,9999,3,6.8,35
256236983,佳贝康,100片,数量：20*价格：6.7,2026-02-17,30,1,6.7,30
225540853,总健,100片/盒,数量：5*价格：6.8,2026-05-06,20,24,6.8,165
223955006,广东森锐,100片,"数量：10*价格：6.8,数量：100*价格：6.75",2026-08-31,1000,8,6.8,840
