产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
199164645,百年众生,30g(0.5g*60粒),数量：2*价格：31.8,2025-10-03,1000,227,31.8,2285
271117961,南京同仁堂,30g(0.5g*60粒),"数量：2*价格：28.0,数量：4*价格：26.88",2025-09-09,7,3,28.0,14
195117477,药店品种预约中心,30g(0.5g*60粒),"数量：1*价格：23.5,数量：5*价格：20.0,数量：10*价格：18.0,数量：80*价格：17.5",2025-10-07,351,5,23.5,143
260375206,湖南德康堂,30g(0.5g*60粒),数量：1*价格：29.0,2025-10-03,889,7,29.0,111
237660627,云圳,30g(0.5g*60粒),"数量：6*价格：19.6,数量：10*价格：19.4,数量：30*价格：18.8,数量：300*价格：8.3",2025-10-03,184,11,19.6,75
262531481,敬伟医疗,30g(0.5g*60粒),"数量：6*价格：20.8,数量：10*价格：19.8",2025-08-15,85,4,20.8,32
202274456,南京同仁堂,30g(0.5g*60粒),数量：2*价格：31.8,2025-10-03,1000,15,31.8,157
265479764,云圳,30g(0.5g*60粒),"数量：1*价格：22.6,数量：5*价格：22.3,数量：10*价格：21.8,数量：300*价格：8.6",2025-10-03,184,1,22.6,3
260166086,云圳,30g(0.5g*60粒),"数量：6*价格：19.6,数量：10*价格：19.4,数量：30*价格：18.8,数量：300*价格：8.6",2025-10-03,184,0,19.6,0
198265684,药店品种预约中心,30g(0.5g*60粒),"数量：2*价格：19.8,数量：10*价格：18.0",2025-05-05,20,18,19.8,126
198226085,药店品种预约中心,30g(0.5g*60粒),"数量：4*价格：19.9,数量：10*价格：18.8",2025-05-23,486,0,19.9,0
264453620,敬伟医疗,30g(0.5g*60粒),"数量：6*价格：20.8,数量：10*价格：19.8",2025-08-15,85,0,20.8,0
260063668,敬伟医疗,30g(0.5g*60粒),"数量：6*价格：20.8,数量：10*价格：19.8",2025-08-15,85,0,20.8,0
265238136,药店品种预约中心,30g(0.5g*60粒),"数量：6*价格：22.49,数量：7*价格：21.63",2025-10-07,4,1,22.49,6
212556256,仲景堂,30g(0.5g*60粒),"数量：1*价格：22.5,数量：5*价格：19.8,数量：10*价格：18.9",2025-05-23,100,0,22.5,0
265479701,云圳,30g(0.5g*60粒),"数量：1*价格：22.6,数量：5*价格：22.3,数量：10*价格：21.8,数量：300*价格：8.6",2025-10-03,184,0,22.6,0
265478784,云圳,30g(0.5g*60粒),"数量：1*价格：22.6,数量：5*价格：22.3,数量：10*价格：21.6,数量：300*价格：8.6",2025-10-03,184,0,22.6,0
262709064,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
261760263,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
261740737,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
261332296,济南欣活,30g(0.5g*60粒),"数量：5*价格：22.8,数量：10*价格：21.8,数量：20*价格：20.8,数量：120*价格：19.8",2025-07-01,2000,0,22.8,0
