产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
260216152,药店品种预约中心,250mg*200粒,数量：2*价格：59.18,2025-09-02,2,1330,59.18,2660
262301649,药店品种预约中心,250mg*200粒,数量：2*价格：58.9,2025-09-02,5,754,58.9,2206
223959526,叶丰源,250mg*200粒,"数量：2*价格：60.5,数量：5*价格：60.2",2025-08-11,5,493,60.5,1429
229601192,山东零采医疗器械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,559,60.99,2334
223796031,新乾方,250mg*200粒,数量：3*价格：62.8,2025-07-12,431,2610,62.8,10343
234615893,山东零采医疗器械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,232,60.99,955
271010375,健善坊,250mg*200粒,数量：3*价格：60.2,2025-08-05,5,78,60.2,281
267243285,大圣旗舰店,250mg*200粒,数量：3*价格：60.48,2025-06-06,6,77,60.48,401
215785533,东莞康洁,250mg*200粒,数量：2*价格：60.5,2025-08-11,5,351,60.5,936
257428095,药店品种预约中心,250mg*200粒,数量：2*价格：59.1,2025-09-02,2,1171,59.1,2342
257631778,金迈通,250mg*200粒,数量：3*价格：60.46,2025-08-13,5,52,60.46,194
229602404,红马医械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,401,60.99,1811
202905548,药店品种预约中心,250mg*200粒,"数量：1*价格：66.5,数量：3*价格：61.5,数量：5*价格：60.5,数量：10*价格：60.0",2025-07-11,15,291,66.5,1206
224295743,山东零采医疗器械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,28,60.99,111
250582411,国曜医药,250mg*200粒,"数量：2*价格：64.0,数量：5*价格：63.0,数量：15*价格：61.5",2025-06-09,100,275,64.0,1925
250602430,国建医药,250mg*200粒,"数量：2*价格：64.0,数量：5*价格：63.0,数量：15*价格：61.5",2025-06-09,100,31,64.0,385
264506245,药店品种预约中心,250mg*200粒,数量：2*价格：59.74,2025-09-02,2,71,59.74,142
260181560,东莞锦华,250mg*200粒,"数量：3*价格：62.5,数量：5*价格：61.8",2025-09-01,9918,7,62.5,82
259218334,惠州民信堂,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-09-06,10,29,63.5,71
262492914,成毅旗舰店,250mg*200粒,数量：3*价格：62.5,2025-08-16,3,56,62.5,168
215678521,广东森锐,250mg*200粒,"数量：2*价格：60.5,数量：5*价格：60.2",2025-08-11,5,61,60.5,208
255987934,兰旗医疗,250mg*200粒,"数量：1*价格：64.5,数量：5*价格：63.8,数量：10*价格：63.0,数量：12*价格：62.5",2025-04-27,4924,15,64.5,76
215551270,药店品种预约中心,250mg*200粒,数量：3*价格：60.47,2025-08-13,6,1427,60.47,3797
217676706,五行医药,250mg*200粒,数量：3*价格：63.99,2025-07-01,40,311,63.99,1396
224283107,红马医械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,235,60.99,829
257275955,健善坊,250mg*200粒,数量：3*价格：60.2,2025-08-05,5,9,60.2,29
216801339,药店品种预约中心,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-09-06,10,764,63.5,2368
236864211,,250mg*200粒,数量：5*价格：61.5,2025-07-12,1265,46,61.5,336
257138983,药店品种预约中心,250mg*200粒,数量：2*价格：59.1,2025-09-02,2,18,59.1,36
230361958,红马医械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,23,60.99,104
183897104,养生阁,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-10-20,6,696,63.5,1381
195169961,药店品种预约中心,250mg*200粒,数量：2*价格：59.2,2025-09-02,2,28,59.2,64
265278408,药店品种预约中心,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：60.3,数量：4*价格：59.79",2025-09-02,4,22,63.5,57
259115122,一本医疗,250mg*200粒,数量：3*价格：64.78,2025-03-06,10,3,64.78,11
257139057,药店品种预约中心,250mg*200粒,数量：2*价格：59.2,2025-09-02,2,15,59.2,30
257127137,药店品种预约中心,250mg*200粒,数量：2*价格：59.2,2025-09-02,2,306,59.2,612
264506250,药店品种预约中心,250mg*200粒,数量：2*价格：59.74,2025-09-02,2,38,59.74,76
195149073,,250mg*200粒,数量：5*价格：63.84,2025-04-18,390,13,63.84,1074
228621079,山东零采医疗器械,250mg*200粒,"数量：1*价格：68.99,数量：3*价格：60.99",2025-07-13,10,21,68.99,35
112606850,五行医药,250mg*200粒,数量：5*价格：74.9,2025-07-01,40,40,74.9,377
260074334,福到鑫来,250mg*200粒,数量：3*价格：60.49,2025-07-11,3,24,60.49,72
255871322,山东零采医疗器械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,4,60.99,12
265742425,药店品种预约中心,250mg*200粒,数量：4*价格：59.2,2025-09-02,4,36,59.2,144
271010374,健善坊,250mg*200粒,数量：3*价格：60.2,2025-08-05,5,2,60.2,8
234263107,东莞东盈,250mg*200粒,"数量：1*价格：63.8,数量：2*价格：61.6,数量：5*价格：60.9,数量：72*价格：59.9",2025-06-22,72,70,63.8,183
260216517,药店品种预约中心,250mg*200粒,数量：2*价格：58.9,2025-09-02,2,84,58.9,168
272321683,罗氏贝特,250mg*200粒,数量：6*价格：59.0,2025-08-09,987,2,59.0,12
257275954,健善坊,250mg*200粒,数量：3*价格：60.2,2025-08-05,5,2,60.2,6
258987584,浩天,250mg*200粒,"数量：3*价格：62.5,数量：5*价格：62.0",2025-08-12,112,7,62.5,25
215566167,药店品种预约中心,250mg*200粒,数量：3*价格：60.45,2025-08-13,6,99,60.45,287
255897097,红马医械,250mg*200粒,数量：3*价格：60.99,2025-07-13,10,1,60.99,3
262494847,佳贝康,250mg*200粒,数量：3*价格：61.0,2025-06-06,6,1,61.0,3
252877427,药店品种预约中心,250mg*200粒,数量：3*价格：61.8,2025-06-02,3,51,61.8,165
215661536,大圣旗舰店,250mg*200粒,"数量：3*价格：61.8,数量：5*价格：61.3,数量：8*价格：61.0",2025-06-06,20,92,61.8,378
271436680,东莞市禾雨田生物科技,250mg*200粒,"数量：3*价格：62.5,数量：5*价格：61.8",2025-08-07,9997,1,62.5,3
260216654,药店品种预约中心,250mg*200粒,数量：2*价格：60.2,2025-09-02,2,7,60.2,14
227713184,药店品种预约中心,250mg*200粒,数量：3*价格：60.45,2025-08-13,6,32,60.45,123
263088195,广东森锐,250mg*200粒,"数量：2*价格：61.5,数量：5*价格：60.5",2025-08-11,5,2,61.5,4
221907975,药店品种预约中心,250mg*200粒,"数量：2*价格：63.5,数量：3*价格：62.5,数量：5*价格：62.0",2025-08-15,5,538,63.5,2412
198133050,东莞东盈,250mg*200粒,"数量：1*价格：64.5,数量：2*价格：63.2,数量：4*价格：62.6,数量：5*价格：61.8",2025-06-22,5,22,64.5,66
