产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
116670279,满好医疗,20片/盒,数量：30*价格：2.08,2026-08-31,400,5288,2.08,185288
250425714,葵之花,20片,数量：20*价格：2.15,2026-07-31,50,514,2.15,13118
262498081,四之佳,20片,"数量：30*价格：2.1,数量：60*价格：2.08",2026-08-19,60,126,2.1,4890
264198627,药店品种预约中心,20片,数量：30*价格：2.08,2026-08-31,400,93,2.08,3990
215681870,佛山诺康,20片,数量：30*价格：2.18,2026-08-31,50,562,2.18,15396
234838732,械字号,20片装,数量：30*价格：2.08,2026-09-01,100,250,2.08,9310
122552774,满好医疗,20片/盒,数量：60*价格：2.04,2026-08-31,340,3346,2.04,236830
213210301,亿丰旭,70mm*20mm*20片,数量：20*价格：2.1,2026-01-31,20,341,2.1,6830
257128803,云药采,70mm*20mm*20片,"数量：20*价格：2.15,数量：40*价格：2.1,数量：60*价格：2.08",2026-07-31,60,26,2.15,1540
244730011,广州生泰医疗器械,70mm*20mm*20片/盒,数量：20*价格：2.05,2026-07-31,20,107,2.05,2155
224342013,总健,20片/盒,数量：30*价格：2.15,2026-08-31,70,4222,2.15,129188
252977395,福悦医药,70mm*20mm*20片,数量：30*价格：2.25,2026-08-31,30,49,2.25,1470
232617251,晨惠旗舰店,20片,数量：30*价格：2.08,2026-08-01,30,85,2.08,3070
185923570,深圳畅优, 70mm*20mm*20片,数量：20*价格：2.08,2026-07-31,1000,33,2.08,740
263564950,安徽绅养道健康科技,20片,数量：10*价格：20.2,2025-01-29,10,34,20.2,555
260213577,亿丰旭,70mm*20mm*20片,数量：20*价格：2.1,2026-01-31,20,58,2.1,1160
216887227,广东正医药业,20片,数量：5*价格：2.0,2026-03-31,5,442,2.0,2210
215627602,盐城恒康,70mm*20mm*20片,"数量：30*价格：2.06,数量：50*价格：2.05",2026-08,50,92,2.06,2720
270047339,慷济医疗,20片,数量：30*价格：2.07,2026-08-01,30,38,2.07,1650
220789952,佛山小羚羊,20片,数量：30*价格：2.08,2026-07-31,30,861,2.08,6886
261690143,暖心堂,20片,数量：10*价格：2.09,2026-08-17,20,17,2.09,250
202381350,广州械师帮医疗科技,20片/盒,数量：20*价格：2.1,2025-08-01,20,74,2.1,1425
256179140,贵州中弘福药业,20片,数量：40*价格：2.25,2026-08-22,5299,5,2.25,265
259349983,广东大畅,20片,数量：20*价格：2.08,2025-10-31,100,6,2.08,440
234828753,杏湾医疗,70mm*20mm*20片,"数量：30*价格：2.1,数量：50*价格：2.0",2025-06-20,750,5,2.1,250
208774733,佳贝康,70mm*20mm*20片,"数量：30*价格：2.1,数量：60*价格：2.08",2026-08-19,60,79,2.1,3140
202837963,海洋康晨, 70mm*20mm*20片,数量：30*价格：2.06,2026-07-31,30,2899,2.06,88358
260759786,东莞八贤堂,70mm*20mm*20片,"数量：20*价格：2.13,数量：30*价格：2.08",2026-07-31,36025,7,2.13,210
228728884,广州定嘉,20片/盒,数量：20*价格：2.15,2025-08-01,20,1650,2.15,32927
246632798,星海康,70mm*20mm*20片,数量：30*价格：2.8,2026-08-31,80,11,2.8,286
251347942,惠州群梦医疗器械,20片/盒,数量：40*价格：2.05,2026-08-31,500,3,2.05,100
197918520,东莞八贤堂,70mm*20mm*20片,数量：20*价格：2.08,2026-07-31,20,6,2.08,120
232618928,慷济医疗,20片,数量：30*价格：2.08,2026-08-01,30,457,2.08,14340
233030787,广州一药,70mm*20mm*20片,数量：30*价格：2.18,2026-07-31,50,320,2.18,1111
220815543,佛山小羚羊,20片,数量：30*价格：2.18,2026-04-30,50,16,2.18,700
257516742,白云山星群,70mm*20mm*20片,数量：20*价格：2.38,2026-07-31,331,2,2.38,100
169799279,联存大健康,20片/盒,数量：20*价格：2.4,2025-07-04,200,4,2.4,130
241406960,广州生泰医疗器械,70mm*20mm*20片/盒,数量：20*价格：2.15,2026-07-31,20,531,2.15,11000
273570427,清远唯壹,20片/盒,数量：20*价格：2.2,2026-07-31,223,1,2.2,40
258447407,稳胜,70mm*20mm*20片,数量：20*价格：2.38,2026-07-01,60,1,2.38,40
186563093,正邦贸易,20片/盒,数量：30*价格：2.15,2025-03-01,392,3,2.15,120
266610018,晨惠旗舰店,70mm*20mm*20片,数量：30*价格：2.19,2026-08-01,400,1,2.19,30
228290437,慷济医疗,20片,数量：30*价格：2.19,2026-08-01,30,35,2.19,1050
261935299,成都诚美,70mm*20mm*20片,数量：30*价格：2.2,2026-09-30,1104,1,2.2,30
259174824,一本医疗,20片,数量：30*价格：2.2,2026-07-31,50,416,2.2,14487
254790003,一本医疗,70mm*20mm*20片,数量：30*价格：2.2,2026-02-28,50,115,2.2,4000
194136116,药店品种预约中心,20片,"数量：20*价格：2.2,数量：50*价格：2.15",2026-07-11,330,18,2.2,670
195166505,一本医疗,20片/盒,"数量：20*价格：2.25,数量：30*价格：2.2",2026-04-30,50,35,2.25,1100
274409637,东莞康洁,70mm*20mm*20片,"数量：30*价格：2.28,数量：100*价格：2.18",2026-07-31,100,1,2.28,30
259908790,云泰医药（广东）,20片/盒,数量：20*价格：2.4,2026-07-11,75244,5,2.4,200
252814452,养正坊,70mm*20mm*20片,数量：1*价格：1.69,2026-03-25,0,285,1.69,399
268365563,康普医疗器械旗舰店,20片/盒,数量：40*价格：2.1,2026-06-30,979,1,2.1,20
259946452,广州定嘉,20片/盒,数量：20*价格：2.15,2025-08-01,20,9,2.15,170
274296490,一本医疗,20片/盒,"数量：10*价格：2.45,数量：30*价格：2.21",2026-02-28,50,2,2.45,20
271064755,太和县和元保健品销售,70mm*20mm*20片,数量：10*价格：2.05,2025-05-01,1000,3,2.05,50
251659971,新昱康,20片/盒,数量：20*价格：2.28,2025-10-24,500,3,2.28,40
165401135,华升,20片/盒,数量：10*价格：2.28,2026-02-01,20,821,2.28,14622
173429069,小米大健康,20片/盒,数量：30*价格：2.35,2026-08-31,1084,25,2.35,1051
228674679,中鑫化玻,20片/盒,数量：10*价格：2.5,2025-11-13,748,14,2.5,252
213626312,总健,20片,"数量：4*价格：2.5,数量：30*价格：2.15",2026-08-31,50,184,2.5,8665
